,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Boiler Section,Boiler Range,Feature 4,Setting Range,Dimensions mm (H x W x D),Application,Range,Feature 5,Feature 6,Warranty,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Installation Type,Number of Channels,Pack Quantity,Voltage (V),Feature 7,Feature 8,Feature 9,Feature 10,Attachment 5,Attachment 6,Operating Temperature Range (C),Connection,Thread Standard,Max Set Pressure,Connection Gender,Material,Thread Size,Maximum Operating Temperature,Feature 11,Feature 12,Feature 13,Feature 14,Connection Size,Torque Rating,Position Indicator,Operating Range,Override Type,Running Time Motor,Cable Length (m),Position Feedback,Protection Class,Weight,Attachment 7,Attachment 8,Connection Type,Working Pressure,Number of Ports,Operator Type,Seal Material,Size,Feature 15,Feature 16,Colour,Standards,Operating Temperature,Attachment Type,Pipe Diameter,Pressure Rating,Diameter,Range For Use With,Material Type,Min Outlet Pressure,Max Outlet Pressure
142,P305246,Siemens easy electronic room thermostat RF plus receiver with TPI,Siemens,77.28,"Designed for heating systems, this Siemens wireless room thermostat incorporates the RDH100RF transmitter and RCR100/433 receiver and is suitable for use in homes, schools or offices. Suitable for use with thermal valves or zone valves, combi boilers, gas or oil burners and pumps, this thermostat offers both two position and PID intelligent learning temperature control, configurable via parameter P01. The two position control algorithm controls on/off based on a chosen setpoint.",Heating/Central Heating Controls/Central Heating Controls.csv -> Siemens easy electronic room thermostat RF plus receiver with TPI,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/46/NW-305246_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Siemens_RDJ100RF_SET_Rebinding_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating_Controls_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_RDH100RF_SET_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Siemens_RDH100RF_SET_Oprtng_Instrcts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,P323794,Honeywell DPS differential pressure switch plus duct kit 20 -200 pa,Honeywell,46.29,"This Honeywell DPS 240 VAC differential pressure switch monitors filter, fan, fire damper or air flow status in air handling systems.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell DPS differential pressure switch plus duct kit 20 -200 pa,,Differential pressure switch;2m silicon hose;2x joining pipes DPSJ with screws;Mounting brackets L-shaped;3x screw terminals,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/94/NW-323794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_DPS_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_DPS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PC28033,Drayton RF901 Digistat single-channel RF with OpenTherm,Drayton,90.69,"Providing wireless connection to a boiler, this Drayton Digistat thermostat offers 3A relay or OpenTherm outputs. With universal operation and the option of smartphone control, this thermostat offers great flexibility.",Heating/Central Heating Controls/Central Heating Controls.csv -> Drayton RF901 Digistat single-channel RF with OpenTherm,,Thermostat;Receiver,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/33/C28033_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_Digistat_Userguide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_RF901_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Digistat_Thermostat_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,P537703,"Altecnic 311 Series 311460 safety relief valve 1/2 x 1/2"" 6bar",Altecnic,19.27,"Suitable for domestic hot water and heating systems, the Altecnic 311 safety relief valve is used to protect a hot water cylinder or boiler and other components from the damage that can result from over-pressure. Fitted with 1/2"" BSP female connections and with a maximum set pressure of 6 bar, this valve opens upon reaching discharge pressure, discharging to the atmosphere in order to maintain a safe internal pressure level.","Heating/Central Heating Controls/Central Heating Controls.csv -> Altecnic 311 Series 311460 safety relief valve 1/2 x 1/2"" 6bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/03/NW-537703_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Domestic_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_311_312_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,P312700,Honeywell Home Sundial hw home sundial rf2 pack 1,Honeywell Home,215.29,"Adding a room thermostat to a combi boiler or heating zone, the Sundial RF² pack 1 contains the ST9120C wireless enabled time switch, DT92E wireless digital room thermostat and DT92E tabletop stand.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell Home Sundial hw home sundial rf2 pack 1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/00/312700_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,P311543,Belimo SMA modulating damper actuator 20nm 150s 95 ip54,Belimo,255.0,"With an actuating torque of 20Nm, this Belimo SMA-S modulating damper actuator is suitable for adjusting dampers with a cross section of up to 4M² in technical building installations. Offering straightforward direct mounting on the damper shaft using a universal shaft clamp, this actuator is supplied with an anti-rotation device. Measuring voltage U serves the electrical display of the damper position 0.5 - 100% and acts as a slave control signal for additional actuators.",Heating/Central Heating Controls/Central Heating Controls.csv -> Belimo SMA modulating damper actuator 20nm 150s 95 ip54,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/43/NW-311543_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_SM-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_SM24A-SR_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_SM24A-SR_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,P305248,Siemens easy daily programmable room thermostat plus receiver with TPI,Siemens,90.64,"This Siemens room thermostat radio frequency set with 24 hour time switch (transmitter/receiver) includes room thermostat RDJ100RF (with integrated radio transmitter) and receiver unit RCR100/433. Mains independent, this battery powered electronic room thermostat with PID out control and large LCD screen controls room temperature only in homes, schools or offices. This device is suitable for use with thermal valves or zone valves, combi boilers, gas or oil burners or pump equipment.",Heating/Central Heating Controls/Central Heating Controls.csv -> Siemens easy daily programmable room thermostat plus receiver with TPI,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/48/NW-305248_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Siemens_RDJ100RF_SET_Instrctn_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Siemens_RDJ100RF_SET_Rebinding_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating_Controls_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_RDJ100RF_SET_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,P353018,Eph Controls C1P 2 port actuator for Honeywell,Eph Controls,44.7,"Suitable for domestic use, this EPH Controls Detach Pro powerhead replacement two-port motorised valve actuator is supplied with an auxiliary switch.",Heating/Central Heating Controls/Central Heating Controls.csv -> Eph Controls C1P 2 port actuator for Honeywell,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/18/NW-353018_wm.jpg,,,,,N,C1P,Valve Actuator,N,230V voltage,11A current,P20 rating,,,Includes 1.2M cable leads,,70 (H) x 93 (W) x 68 (D) mm,Domestic,,With manual override,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,P222074,Drayton Lifestyle LP LP711 7 day time switch,Drayton,49.25,"Truly flexible, the Drayton LP711 time switch provides excellent combi control via individual day programme. Homeowners can change the setting of each day's timings through this timer, making it ideal for those whose day-to-day schedule varies.",Heating/Central Heating Controls/Central Heating Controls.csv -> Drayton Lifestyle LP LP711 7 day time switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/74/NW-222074_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Timeswitches_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_LP_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,P310506,Honeywell Home hw home t6360b 1069 roomstat c/w tampcv,Honeywell Home,39.98,"Providing automatic temperature control of wet central heating systems, the T6360 mains voltage room thermostat can be used to directly switch a circulating pump or boiler or to operate spring-return and motor open/motor close zone valves. Switching electrical heating loads up to 10A, T6360 can also be used for cooling applications. This model includes a tamperproof cover and setting dial.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell Home hw home t6360b 1069 roomstat c/w tampcv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/06/310506_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,P309605,Honeywell M7410C floating actuator 24v 180n,Honeywell,75.08,"This compact Honeywell M7410C 180 N three position linear valve actuator works alongside the V5822/23, V5832/33, V5825B, and VSMF series of small linear valves to provide floating control. This actuator is suitable for use in fan coil units, induction units, small reheaters and recoolers and is also recommended for zone control applications and for electronic temperature control systems using hot and/or cold water as the controlled medium.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell M7410C floating actuator 24v 180n,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/05/NW-309605_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Honeywell_M6410C-M7410C_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_M6410C-M7410C_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,P440976,Danfoss TP5001RF + RX1-S V2 wireless programmable room stat & receiver,Danfoss,104.1,"Offering a large backlit LCD display, the Danfoss RET2001 wireless programmable electronic room thermostat allows for easy temperature selection using an intuitive ring set around the central display. Supplied with a receiver, this thermostat provides handy functions including a holiday mode.",Heating/Central Heating Controls/Central Heating Controls.csv -> Danfoss TP5001RF + RX1-S V2 wireless programmable room stat & receiver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/_a/440975_76_A_wm.jpg,,,,,N,087N7936,Room Thermostat,N,LCD display with push buttons,On/off load compensation,Holiday function,,,,5 to 30 °C,86 x 86 x 30,Domestic,,,,,,,SPDT,,,,,,,,,,,,230v at Receiver. 3v DC at Thermostat,,,,,,,5 to 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,P302068,Drayton twin channel programmer,Drayton,76.1,The Drayton SM2 single channel 24 hour electro-mechanical time switch is suitable for use with most domestic pumped and gravity-fed heating systems.,Heating/Central Heating Controls/Central Heating Controls.csv -> Drayton twin channel programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/68/NW-302068_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_SM1_SM2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_SM1_SM2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,P307260,ESBE ARA600 ARA652 actuator  230v 50hz 60 sec (1),ESBE,174.32,"Operating DN 15 - 50 rotary mixing valves, the ESBE ARA600 ARA652 230V actuator with 6Nm torque rating is controlled by a three point signal. Suitable for mixing operations, this actuator has a 90° operating range with the simple pull-and-turn knob located on the front providing ease of operation.",Heating/Central Heating Controls/Central Heating Controls.csv -> ESBE ARA600 ARA652 actuator  230v 50hz 60 sec (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/62/NW-307260_307262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Esbe_ARA600_3-Point_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_ARA600_3-Point_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Esbe_ARA600_3-Point_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,P339360,Danfoss H Series HS3B 3-port valve and HSA3 22mm,Danfoss,101.47,"Offering versions for copper and iron pipework, Danfoss H three port paddle motorised zone valves are designed to work with an actuator, with assembly of the actuator to the valve body made on-site. These high capacity bodies incorporate two self-cleaning positive shut-off shoes and flow through the port valves can be in either direction.",Heating/Central Heating Controls/Central Heating Controls.csv -> Danfoss H Series HS3B 3-port valve and HSA3 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/61/NW-339359_339361_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DomesticProdSelection_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_H-Series_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,P120082,Vaillant sensoHOME control unit,Vaillant,195.3,"Simple and intuitive, the Vaillant Senso Home VRT380F control, ideal for gas-fuelled domestic systems, makes running your heating system easy. Supplied with wired and wireless options, Senso Home communicates with the boiler via Vaillant's eBus protocol to adapt energy consumption depending on heating requirements. Easy to install, the Senso Comfort offers guided commissioning that detects the eBus components of the system and proposes pre-defined settings, meaning less manual inputting for installers.",Heating/Central Heating Controls/Central Heating Controls.csv -> Vaillant sensoHOME control unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/82/NW-120082_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_SensoHome_Control_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_SensoHome_Control_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,P339442,Danfoss dual thermostat itd-100,Danfoss,79.09,"Incorporating a separate limit and control function, this Danfoss ITD dual immersion thermostat offers full control of your hot water. While the control function set point can be varied between 0 and 90°C, the limit function, requiring manual resetting after activation, is factory pre-set to 100°C. This thermostat is supplied with a 1/2"" BSP/100mm pocket.",Heating/Central Heating Controls/Central Heating Controls.csv -> Danfoss dual thermostat itd-100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/42/NW-339442_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_ClampOn_I_Thermostat_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_ITC_ITL_ITD_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
