,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Range,Attachment 1,Connection Size,Connection Type,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range For Use With,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,For Use With,Weight,Dimensions mm (H x W x D),Pack Quantity,Colour,Flow Rate,Warranty,Output,Depth (mm)
370,P480804,Worcester Bosch 87102050890 O ring,Worcester Bosch,0.73,"A genuine Worcester Bosch replacement part, this O-ring pack containing 10 pieces is suitable for use in the gas assembly of Greenstar, Greenstar ErP, RD Series, CDi Series and Worcester 2000 boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87102050890 O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/04/480804_wm.jpg,N,"15 i, 18 Ri LPG, 24 i Junior LPG, 24 i Junior Mk5, 24 i LPG, 28 i Junior, 28 i Junior Mk5 LPG, HE FSN ZB 7 27KW, HE Plus FSN 7-28KW, Highflow 440 CDi LPG, Highflow 550 CDi LPG, 12Ri ErP+ NG, 15Ri LPG, 18i System LPG, 25i Combi, FS 42 CDi LPG, Highflow 55",Gas Assembly,"Greenstar, Greenstar ErP, RD Series, CDi Series, Worcester 2000",E74545,"HE Plus FSN 7-28KW,28 i Junior Mk5 LPG,15 i LPG,18 i,30 HE Plus Combi,25 HE +,25 Si,28 i Junior,24 i Junior LPG,12 i LPG,FS 30,15 Ri LPG,HE FSN ZB 7 27KW,15 Ri,28 HE System,12 Ri LPG,24 i Junior Mk5,15 i,18Ri LPG,18 Ri,Highflow 44,12 Ri,FS 42 LPG,24 i LPG",87102050890,O-Ring,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,P791145,Worcester Bosch nut captive no:8,Worcester Bosch,5.21,"This captive nut is a Worcester Bosch spare part designed for use in the 230, 350, CBi Series, CDi Series, Danesmoor, Greenstar, Greenstar ErP, Greenstar Oil, Heatslave, Highflow, SBi Series, Bosch, 240, i Junior Series, i Series, CDiXtra Series, 280 and 9.24 Electronic boiler ranges.  Usually used in sheet metals where a material is too thin to be threaded, the captive nut is clipped onto the boiler casing, enabling it to be screwed into place.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch nut captive no:8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/45/791145_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Worcester_Bosch_28I_RSF_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
372,P480125,Worcester Bosch overheat thermostat,Worcester Bosch,29.5,"This Worcester Bosch thermostat is designed for CDi Series, CDiXtra Series, i Junior Series, Bosch and SBi Series boilers.  The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch overheat thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/25/480125_wm.jpg,N,"24 CDi RSF LPG, 28 CDi RSF LPG, 26 CDi Xtra LPG, 24 i Junior, RX2 RSF LPG, 24 CDi OF LPG, 35 CDi II RSF NG, 28 i Junior, 24 CDi RSF NG, 28 i Junior LPG, 28 CDi RSF NG, 15 SBi, 24 SBi LPG, 24 CDi OF, 26 CDi Xtra, 24 i Junior LPG, 15 SBi LPG, 24 SBi, RX2 R",Control Panel,"CDi Series, CDiXtra Series, i Junior Series, Bosch, SBi Series",173015,"24 CDi RSF NG,24 SBi,28,15 SBi,RX2 RSF,24 CDi OF,24 i Junior LPG,28 i Junior,24 i Junior,24 CDi RSF LPG,28 CDi RSF NG,35 CDi II RSF NG,24 CDi OF LPG,35 CDi II RSF LPG,28 CDi RSF LPG,26 CDi Xtra,26 CDi Xtra LPG,15 SBi LPG,RX2 RSF LPG,24 SBi LPG,24 CDi BF",87161423030,Thermostat,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,P493282,Worcester Bosch Worcester Bosch 87170100620 3-way valve assembly,Worcester Bosch,163.05,"A valve designed for use in Worcester Bosch Greenstar and RD Series units.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch Worcester Bosch 87170100620 3-way valve assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/82/493282_wm.jpg,N,"25 HE, 28 HE System, 30 HE Combi, 30 HE Plus Combi, 35 HE Plus Combi, CC1 FSN 29KW, CS1-FSN-GB NG 28KW, HE FSN ZWB 7 27KW, HE Plus FSN 11-35KW, HE Plus FSN 7-28KW, ICC2-FSN 30KW, ICC2-FSN 37KW, ICS1-FSN 28KW, R25 HE, R28 HE System, R30 HE, R30 HE Plus Co",Control Panel,"Greenstar, RD Series",E74588,,ALT87170100620,Valve,N,Worcester Bosch,,,,,,,,,,,,,,,,,,"25 HE, 28 HE System, 30 HE Combi, 30 HE Plus Combi, 35 HE Plus Combi, CC1 FSN 29KW, CS1-FSN-GB NG 28KW, HE FSN ZWB 7 27KW, HE Plus FSN 11-35KW, HE Plus FSN 7-28KW, ICC2-FSN 30KW, ICC2-FSN 37KW, ICS1-FSN 28KW, R25 HE, R28 HE System, R30 HE, R30 HE Plus Co",,,,,,,,
374,P417488,Worcester Bosch pump,Worcester Bosch,656.85,This Worcester Bosch matched pump group offers fast assembly and compatibility with commercial grade boilers.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch pump,,Product,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/88/417488_wm.jpg,N,,,,n/a,,7736700123,Commercial Accessory,N,,,,,,,,,,Genuine brand spare,Flow and return maintenance taps are tool-operated,"With 3/4"" connection option for on-site expansion vessel",With 3 bar safety valve,,,,,,,,,,White,N/A,Matches the product registered to,100 kW,225
375,P105979,Worcester Bosch EasyControl thermostat Black,Worcester Bosch,174.03,"A Worcester Bosch smart internet-connected heating and hot water thermostat suitable for use with Combi System and Greenstar boilers. Combined with smart TRVs this thermostat puts the homeowner in control of the heating in individual rooms, setting the times, temperature and spaces they wish to heat all via a smartphone or tablet.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch EasyControl thermostat Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/79/105979_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_EasyControl_CT200_Cntrllr_Install.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_8000_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_EasyControl_Information_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Worcester_Bosch_EasyControl_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/WB_EasyControlSmrtRdtrThrmstt_Instal.pdf,,,,,,,,,,,,,,,,,,,
376,P407906,Worcester Bosch flue seal,Worcester Bosch,4.33,"This Worcester Bosch flue seal is suitable for use in the flue of Greenstar Oil and Greenstar ErP boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch flue seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/06/407906_wm.jpg,N,"100/130MM ADAPTOR KIT, FLUE 125MM EXTERNAL HORIZONTAL, FLUE 80/125 1M EXTENSION KIT, FLUE 80/125 2X45 DEG ELBOW KIT, FLUE 80/125MM 1.0 EXTENSION EXTERNAL, FLUE 80/125MM 2X45DEG BEND KIT, Flue 80/125mm Extension, Flue 80/125mm Extension 600mm(7716190097)",Flue,"Flue Accessories, Greenstar ErP, Greenstar Oil",,,8716119867,Seal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,P480415,Worcester Bosch valve spindle knob assembly - grey,Worcester Bosch,5.73,"This replacement Worcester Bosch control knob is compatible with Bosch, CDi Series, SBi Series and CDiXtra Series boilers.  Attached to a spindle on the boiler's control panel, a control knob allows for manual control of the appliance's functions.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch valve spindle knob assembly - grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/15/480415_wm.jpg,N,"RX2 RSF, 24 CDi BF, 35 CDi II RSF LPG, 24 CDi OF LPG, 28 CDi RSF NG, 35 CDi II RSF NG, 15 SBi, 26 CDi Xtra LPG, 24 CDi RSF NG, 24 CDi OF, 24 CDi RSF LPG, 28 CDi RSF LPG, 26 CDi Xtra, 24 SBi, 24 SBi LPG, RX2 RSF LPG, 15 SBi LPG",Control Panel,"Bosch, CDi Series, SBi Series, CDiXtra Series",E01837,"24 CDi RSF NG,24 SBi,15 SBi,RX2 RSF,24 CDi OF,24 CDi RSF LPG,28 CDi RSF NG,35 CDi II RSF NG,24 CDi OF LPG,35 CDi II RSF LPG,28 CDi RSF LPG,26 CDi Xtra,26 CDi Xtra LPG,RX2 RSF LPG,15 SBi LPG,24 SBi LPG,24 CDi BF",87161211090,Control Knob,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,P793219,Worcester Bosch plug blanking 15mm,Worcester Bosch,3.0,"A Worcester Bosch blanking plug for use in the control panel of Greenstar boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch plug blanking 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/19/793219_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/WB_Greenstar_24_28iJunior_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
379,P480716,Worcester Bosch o ring,Worcester Bosch,0.73,"This Worcester Bosch 10 piece O-ring pack is for use in the hydraulics of Compact, Greenstar, Greenstar 8000 Style, Greenstar ErP, RD Series and Greenstar 8000 Life boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch o ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/16/480716_wm.jpg,N,"533, 535, 12 i LPG, 25 Si, 27 Ri Compact LPG, 28 CDi Compact, 28 i Junior LPG, 29 CDi LPG, 30 CDi, 30 CDi System LPG, 30 Ri Compact LPG, 32 CDi Compact LPG, 34 CDi Classic LPG, 35 CDi Classic System, 35 CDi Classic System LPG, 40 CDi LPG, 537/i LPG, 542/",Hydraulics,"Compact, Greenstar, Greenstar 8000 Style, Greenstar ErP, RD Series, Greenstar 8000 Life",E27217,"27 Ri Compact,29 CDi Classic,30 CDi Sy,25 CDi LPG,25 Si,25 Si LPG,29 CDi LPG,12 i LPG,24 i Junior,28 i Junior Mk5,28 CDi Compact,533,24 i Junior Mk5 LPG,535,30 CDi Classic System LPG,533 ErP,25 Si Compact LPG,24 i,30 CDi,27 Ri Compact LPG,28 i Junior LPG",87102050800,O-ring Pack,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,P100952,Worcester Bosch Greenstar Comfort twin channel programmer,Worcester Bosch,94.17,"This Worcester Bosch comfort control is a twin channel programmer that plugs directly into the Greenstar boiler. Intuitive, easy to use and quick to learn, the controls make personalising your system simple. Heating and hot water can be programmed to come on and go off up to three times a day and can be set differently for each day of the week to suit the needs of your family home. The control also automatically adjusts to British summer/winter time. We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch Greenstar Comfort twin channel programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/52/100952_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W B_Greenstar_Programmer_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
381,P408403,Worcester Bosch fusing element t2.5a,Worcester Bosch,3.0,"A Worcester Bosch fusing element for use in Greenstar and RD Series boilers.  The fusing element maintains the temperature of water in a cylinder before its use in radiators and domestic hot water. This part allows the user to pre-set the temperature at which water is stored.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch fusing element t2.5a,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/03/408403_wm.jpg,N,"28 i Junior, 30 CDi System, 30 HE Combi, HE FSN ZB 7 27KW, Highflow 440 LPG, ICC2-FSN 30KW, R40 HE Plus Combi, ZWBR 11-25 A31, RD542I, 25 CDi LPG, 29 CDi Classic, 30 CDi, 30 CDi Conventional, 34 CDi Classic LPG, 35 CDi Classic System LPG, 35 HE Plus Comb",Control Panel,"Greenstar, RD Series",H75669,"28 i Junior Mk5 LPG,27 CDi LPG,30 CDi Classic Regular,27 CDi,15 i LPG,25 CDi,18 i,25 HE +,29 CDi,25 Si,30 CDi Classic Regular LPG,28 i Junior,24 i Junior LPG,30 CDi Classic System,29 HE CONVENTIONAL,24 i Junior Mk5,29 CDi Classic LPG,30 CDi C,15 i,18 i LPG",87161156770,Fusing element,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,P793314,Worcester Bosch pressure relief assembly,Worcester Bosch,34.71,"A Worcester Bosch spare, this pressure relief valve is suitable for use with Greenstar Oil appliances.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch pressure relief assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/14/793314_wm.jpg,N,"HEATSLAVE HE 18/25 INT, HEATSLAVE 25/32 EXT, HEATSLAVE HE 12/18 INT, HEATSLAVE 18/25 EXT, HEATSLAVE HE 25/32 INT, HEATSLAVE 12/18 EXT",Gas Assembly,Greenstar Oil,,"HEATSLAVE 25/32 EXT,HEATSLAVE HE 12/18 INT,HEATSLAVE HE 25/32 INT,HEATSLAVE 12/18 EXT,HEATSLAVE 18/25 EXT,HEATSLAVE HE 18/25 INT",87161104070,Pressure Relief Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
