,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Connection Type,Style,Warranty,Hazardous,With Drain Off,Max Pressure,Flow Water Temperature,Material,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Number of Channels,Application,Feature 13,Range,Feature 14,Pack Quantity,Feature 15,Feature 16,Weight
55,P256552,Tradefix angled TRV 15mm,Tradefix,8.87,"A simple and cost-effective solution, the Tradefix 19.1 angled thermostatic radiator valve (TRV) helps to improve energy efficiency and reduce heating bills while providing homeowners with improved comfort simply by adjusting the radiator in response to temperature changes in the room. Incorporating 2-way flow technology for simpler, more flexible installation, the Tradefix TRV ensures first-time-right fitting.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Tradefix angled TRV 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/53/256552_256553_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/15/mm/256552_Tradefix_TRV_Angled_15mm.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/CenterCB-Tradefix_256552-73_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_256552-256555_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P247955,Drayton TRV4 angled lockshield with integral drain off 15mm Chrome,Drayton,13.72,This Drayton TRV4 angled lockshield valve with integral drain-off tap can be used with both domestic radiators and towel rails.,Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 angled lockshield with integral drain off 15mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/55/NW-247955_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P296056,Myson Petite TRV angle c/w pushfit 90o elbow 10mm Chrome,Myson,13.68,"A compact design suitable for a range of settings, the Myson Petite 10mm 90° elbow angled TRV with push-fit connections is a modern choice for reliable home heating. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson Petite TRV angle c/w pushfit 90o elbow 10mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/56/296056_wm.jpg,,,,,,,,Chrome,Push Fit,Modern,2 years,N,No,3,Max 92 deg C,CR3 and Brass,,10mm,1/2 BSP,Yes,Angle,No,PETTRV10ACPF90,TRV,N,Angled version,Push-fit connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215,2 year warranty,,,,,,,,,,,,,,,,,,,,Petite,,,,,
58,P247947,Drayton RT212 TRV and lockshield 15mm,Drayton,28.96,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton RT212 TRV and lockshield 15mm,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/47/247947_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_NEW_RT212_ED_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5038_D27_12_NEW_RT212_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_RT212_U_and_I_Guide_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P311217,Honeywell Home Valencia hw home vtl120 trv + l/s 10mm ang,Honeywell Home,22.16,"Offering excellent performance and reliability, the Valencia Traditional thermostatic radiator valve (TRV) is popular with installers and homeowners for its combination of energy efficiency and flexible ease of installation. With a bi-directional flow design, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. Once in place, the valve's integrated radiator balancing insert retains the radiator's balancing setting when the TRV and lockshield valve is closed. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home Valencia hw home vtl120 trv + l/s 10mm ang,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/17/311217_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_Valencia_O_code_Transition.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P246502,Honeywell Home Valencia VT15AG 8mm TRV,Honeywell Home,21.76,"Designed for the contract market but suitable for domestic use too, the Valencia thermostatic radiator valve (TRV) has an easy-grip head and bold black-on-white numbering making it ideal for users with impaired dexterity or impaired vision. This TRV offers reversible flow an angled body, 8mm compression connection and a 15mm radiator tailpiece.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home Valencia VT15AG 8mm TRV,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/05/246501_246505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P246114,Danfoss RAS-C2 thermostatic radiator valve with lockshield valve and 10mm pushfit elbows,Danfoss,26.98,"Suitable for both domestic and contract applications, the Danfoss RAS-C2 angled thermostatic radiator valve (TRV) incorporates the brand's cutting edge flow-selectable 'revolver' RA-FS valve body for adaptable, easy vertical or horizontal mounting, making installation easy in any location. With a compact, tried-and-tested liquid sensor actuator, the RAS-C2 provides ultra-precise temperature control while frost protection ensures peace of mind and a positive shut-off makes removal for decorating jobs simple.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-C2 thermostatic radiator valve with lockshield valve and 10mm pushfit elbows,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/14/246114_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_DOC161486401924_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P247485,Drayton TRV4 TRV4 head White,Drayton,21.86,This Drayton TRV4 integral head is designed for use with thermostatic radiator valves (TRVs).,Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 TRV4 head White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/85/NW-247485_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P178135,Honeywell Home VTL120 Straight TRV with lockshield 15 mm offer,Honeywell Home,22.0,"Offering excellent performance and reliability, the Valencia traditional thermostatic radiator valve (TRV) is popular with installers and homeowners for its combination of energy efficiency and flexible ease of installation. With a bi-directional flow design, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. Once in place, the valve's integrated radiator balancing insert retains the radiator's balancing setting when the TRV and lockshield valve is closed. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home VTL120 Straight TRV with lockshield 15 mm offer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/23/NW-311220_311223_wm.jpg,,,,,,,,White / Metallic,CompressionPush Fit,Traditional,1 year,N,No,10,130,Brass,,15 mm,15 mm,Yes,Cylindrical,Yes,178135 PK,Thermostatic Radiator Valve (TRV),N,Bi-directional flow design,Can be mounted vertically or horizontally,Integrated radiator balancing insert,Easy-grip TRV head,Energy saving button alerts user to most economical setting for comfort,"Liquid sensor for consistent, long-lasting performance",Frost setting,6mm play on radiator tailpiece allows for variation in radiator distance from valve,Valencia Classic valve body will accept Evohome electronic radiator controller head,1 year warranty,,,,,,,,,,,,,,,,,,,,,,
64,P296065,Myson Petite TRV and lockshield pack angle 15mm Chrome,Myson,16.98,"A compact design suitable for a range of settings, the Myson Petite 15mm angled TRV with compression connections and lockshield is a modern choice for reliable home heating. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson Petite TRV and lockshield pack angle 15mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/65/296065_wm.jpg,,,,,,,,Chrome,Compression,Modern,2 years,N,No,10,Max 120 deg C,CR3 and Brass,,15 mm,1/2 BSP,Yes,Angle,Yes,PETPAK15AC,TRV,N,With lockshield,Angled version,Compression connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215,2 year warranty,,,,,,,,,,,,,,,,,,,Petite,,,,,
65,P249294,Pegler Yorkshire angled thermostatic radiator valve and lockshield 15mm,Pegler,69.64,"The easy to install bi-directional Pegler Yorkshire Terrier 631 angled thermostatic radiator valve (TRV) is highly reliable and top-rated for energy efficiency, ensuring the ideal balance of comfort and cost savings. Providing accurate temperature adjustment in response to conditions inside a room, the Terrier TRV includes an economy setting for minimised waste and easy-read numerals making it an ideal choice for visually impaired users.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire angled thermostatic radiator valve and lockshield 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/95/249293_249295_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,P246061,Danfoss RAS-D2 angled lockshield 15/10mm White,Danfoss,43.79,"Ideal for designer radiators and towel rails, the Danfoss RAS-D2 angled thermostatic radiator valve (TRV) is designed for use in two-pipe domestic heating systems. With flow-selectable bi-directional valve bodies, this TRV, which is supplied with a protective cap and lockshield, provides hassle-free installation in any location, doing away with the risk of water hammer. The RAS-D2 includes frost protection and positive-O settings for added flexibility and protection.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-D2 angled lockshield 15/10mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/61/246061_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_DOC134986401957_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P296032,Myson TRV2 15mm Trv Angle Chrome (1),Myson,15.12,"Offering ease of installation to reduce the need for expensive and inconvenient callouts, the Myson TRV2 15mm angled thermostatic radiator valve is fitted with simple compression connections. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson TRV2 15mm Trv Angle Chrome (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/32/296032_wm.jpg,,,,,,,,Chrome,Compression,Modern,2 years,N,No,10,Max 120 deg C,CR3 and Brass,,15 mm,1/2 BSP,Yes,Angle,No,TRV215AC,TRV,N,Angled version,Compression connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215 and BS2767-10,2 year warranty,,,,,,,,,,,,,,,,,,,,TRV2,,1,,,
68,P304803,Drayton Wiser WV704R0A0902 Wiser Radiator Thermostat,Drayton,44.5,"Suitable for use in combination with any Wiser kit, this Drayton Wiser additional single radiator thermostat helps to improve comfort and minimise costs by creating additional heating zones.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton Wiser WV704R0A0902 Wiser Radiator Thermostat,,Radiator thermostat;2x AA batteries;M30 x 1.5mm ring nut;Drayton valve adapter;Danfoss RA valve adapter,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/03/NW-304803_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Wiser_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P246060,Danfoss RAS-D2 angled TRV 15/10/8mm White,Danfoss,27.51,"Suitable for use in two-pipe domestic heating systems, the Danfoss RAS-D2 thermostatic radiator valve (TRV) is ideal for designer radiators or towel rails. With a reversible and bidirectional body, the TRV includes a flow-selectable feature for easy installation with no risk of water hammer and both a frost protection and positive off are included for convenience. With 1/2"" radiator connection and 8/10/15mm pipe connections, RAS-D2 is supplied with a protective cap for manual regulation during construction. This cap should not be used as a manual shut off device.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-D2 angled TRV 15/10/8mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/60/NW-246060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_RAS_D2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_RAS_D2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_RAS_D2_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_RAS_D2_Fact_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RAS_D2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P246117,Danfoss RAS-C2 built in sensor 13g,Danfoss,19.23,This Danfoss RAS-C2 built-in sensor offers positive shut-off for radiator thermostats in a domestic two-pipe system.,Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-C2 built in sensor 13g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/17/NW-246117_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RAS_C2_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_C2_RA_FN_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_C2_Range_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_C2_RA_N_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
