,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Size,Connection Type,Range,Hazardous,Core Size,Core Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Attachment 3,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 2,Pack Quantity,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Model For Use With,Power Supply,Colour,Material,Feature 8,Feature 9,By Model Number,Diameter,Thickness,Warranty,Length (M),Size,Current Rating,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Weight,Dimensions mm (H x W x D),Phase,For Use With
138,P654897,"Aspen Pumps Xtra pipe 1.1/4"" x 2.9mtr Black",Aspen Pumps,11.82,"Made of uPVC, this Aspen Pumps Xtra 25mm overflow pipe is supplied in a 2.9M length. This pipe has a smooth internal finish for a lower coefficient of flow friction, helping to prevent build-up of debris, bacteria and blockages.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra pipe 1.1/4"" x 2.9mtr Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/97/NW-654897_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,P689841,Javac EL33023 ball valve (R410A),Javac,18.99,"Since it’s inception in 1964, the company has lead the way in HVAC tool technology and is one of the worlds leading manufacturing specialists in vacuum and refrigeration products, designing and building their own brand of recovery and vacuum products for the refrigeration industry.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Javac EL33023 ball valve (R410A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/41/689841_wm.jpg,,,5/16 in,,,N,,,EL33023,Ball Valve,N,Quality assured to ISO 9001-2008 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,P681935,Beermaster BMI407-69-133 heater assembly 2kW,Beermaster,284.89,"This Beermaster BMI407-69-133 2kW heater assembly is compatible with BMIE407-69, BMIE407-89, BMIE407-104 and BMIE407-133.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Beermaster BMI407-69-133 heater assembly 2kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/35/NW-681935_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beermaster_R407C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,P681922,Beermaster BMO100-300 liquid line valve,Beermaster,34.13,"This Beermaster BMO100-300 liquid line valve is compatible with BMO-100-1, BMO-120-1, BMO-150-1/3, BMO-200-1/3, BMO-250-1/3 and BMO-300-1/3.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Beermaster BMO100-300 liquid line valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/22/NW-681922_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beermaster_R407C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,P691025,Daikin BS4Q14AV1B Multi Boxes For Vrv/Iv,Daikin,2124.0,A Daikin branch selector for VRV IV units.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin BS4Q14AV1B Multi Boxes For Vrv/Iv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/28/NW-691025_691028_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BSQ14AV1_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e-/lr/Daikin_VRV_General_Brochure-LR.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BS-QAV1_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,P671310,EDC crocodile clip cable 1mtr,EDC,46.19,An EDC 1000mm crocodile clip for use with the ICM inverter checker.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> EDC crocodile clip cable 1mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/10/NW-671310_wm.jpg,,,,,,N,,,ICM.2508.0,Condensate Pump Accessory,N,1 meter,,,,1000 mm (L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,P686484,Whirlpool Aspera electrics (for J9226E and J9226GK),Whirlpool,113.58,These Whirlpool Aspera replacement electrics are suitable for J9226E and J9226GK.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Whirlpool Aspera electrics (for J9226E and J9226GK),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/84/NW-686484_wm.jpg,,,,,Aspera,N,,,480181700378,Terminal Box,N,Replacement electrics,,,,,,,,,,,,J9226EJ9226GK,,,,,,,,,,,,,,,,,,,,,,
145,P604936,Daikin 5014878 Wire Harness Inv Fan,Daikin,76.87,A Daikin wire harness invert fan.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 5014878 Wire Harness Inv Fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/36/NW-604936_wm.jpg,,,,,,N,,,5014878,Wire harness,N,,,,,,,,,,,,,Inverter Fans,,,,,,,,,,,,,,,,,,,,,,
146,P618371,Copeland sensor ambient,Copeland,17.8,This Copeland black ambient sensor is for use in ZX models.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Copeland sensor ambient,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/71/NW-618371_wm.jpg,,,,,ZX Eazycool,N,,,3226865,Sensor,N,Black in colour,,,,,,,,,,,,ZX,,,,,,,,,,,,,,,,,,,,,,
147,P600634,Fujitsu UTDLFNB Duct Long-Life Filter Kit (For 18/24/30),Fujitsu,49.2,This Fujitsu filter kit is suitable for ARXG 12/14/18/22/24/30/36/45/54 KHTAP and ARYG 12/14/18/24/30/36/45/54 LHTBP air conditioning units.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Fujitsu UTDLFNB Duct Long-Life Filter Kit (For 18/24/30),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/34/NW-600634_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_CS_OP_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,P686637,Aspen Pumps Smartlock union reducer 1/2-3/8,Aspen Pumps,90.87,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 1/2 x 3/8"" union reducer connects differently sized copper or aluminium tubes securely and quickly without complex tools or a hot works permit.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Smartlock union reducer 1/2-3/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/37/686637_wm.jpg,,,,,Smartlock,N,,,UNRD1238,Union Reducer,N,Connects larger sized copper or aluminum tube to smaller sized copper or aluminum tube,,,,,Design pressure 1300 psig,,Burst pressure 8000 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,No dissimilar metal corrosion issues,,,Red,Metal ferrule,No brazing required,No need for a hot works permit,,0.394-0.512(internal); 0886-0.945(external),,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,,,
149,P691497,Fujitsu VRF UTPRX12AH 12 Way Rb Box,Fujitsu,3399.45,This Fujitsu UTPRX12AH twelve-way RB box is suitable for use with VR-IV VRF systems.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Fujitsu VRF UTPRX12AH 12 Way Rb Box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/97/NW-691497_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fujitsu_UTPRX12AH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Fujitsu_UTP-RX08AH-RX12AH_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,P619324,"Henry Technologies 937202 schraeder+ ball valve 1/4""",Henry Technologies,23.83,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Henry Technologies 937202 schraeder+ ball valve 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,P686625,Aspen Pumps Smartlock swage union 7/8,Aspen Pumps,177.25,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 7/8"" swage union connects copper or aluminium tube to a swage valve securely and quickly without complex tools or a hot works permit.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Smartlock swage union 7/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/25/686625_wm.jpg,,,,,Smartlock,N,,,SWUN7800,Swage Union,N,Connects swage valve to tube,,,,,Design pressure 960 psig,,Burst pressure 4800 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,No dissimilar metal corrosion issues,,,Red,Metal ferrule,No brazing required,No need for a hot works permit,,0.890(internal); 1.417(external),,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,,,
152,P686633,Aspen Pumps Smartlock union straight 5/8,Aspen Pumps,112.66,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 5/8"" straight union connects copper or aluminium tubes of the same size securely and quickly without complex tools or a hot works permit.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Smartlock union straight 5/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/33/686633_wm.jpg,,,,,Smartlock,N,,,UNST5800,Union Straight,N,Connects copper/aluminum tube to copper/aluminum tube of same size,,,,,Design pressure 1300 psig,,Burst pressure 6800 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,No dissimilar metal corrosion issues,,,Red,Metal ferrule,No brazing required,No need for a hot works permit,,0.642 (internal); 1.063 (external),,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,,,
153,P686629,Aspen Pumps Smartlock elbow swage union 7/8,Aspen Pumps,248.01,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 7/8"" elbow swage union fits securely and quickly without complex tools or a hot works permit. Coming off the swage at a 90 angle, the ELSW fitting is ideal for tight corners meaning there's no need to buy both a swage union and an elbow union.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Smartlock elbow swage union 7/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/29/686629_wm.jpg,,,,,Smartlock,N,,,ELSW7800,Elbow Swage Union,N,Connects swage valves to copper or aluminum tube,,,,,Allows for 90 angle straight from valve without brazing,,Design pressure 960 psig,Burst pressure 4800 psig,Temperature range of -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,,,Red,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,,0.890(internal); 1.417(external),,,,,,No need for a hot works permit,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,,
154,P677973,Kelvion 215-410-401 drain pan heater,Kelvion,37.66,"The Kelvion Searle 215-410-401 110V, 335W drain pan heater fits pre-1998 KM80 and KM95 models with square fan guards.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Kelvion 215-410-401 drain pan heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/73/NW-677973_wm.jpg,,,,,,N,,,100461707,Drain Pan Heater,N,To fit KM80 and KM95 (pre 1998 - square fan guards),,,,,Models with square fan guards,,,,,,,KM80KM95,"110 V, 335 W",,,,,,,,,,,,,,,,,,,,,
155,P686638,Aspen Pumps Smartlock union reducer 5/8-1/2,Aspen Pumps,109.07,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 5/8 x 1/2"" union reducer connects differently sized copper or aluminium tubes securely and quickly without complex tools or a hot works permit.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Smartlock union reducer 5/8-1/2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/38/686638_wm.jpg,,,,,Smartlock,N,,,UNRD5812,Union Reducer,N,Connects larger sized copper or aluminum tube to smaller sized copper or aluminum tube,,,,,Design pressure 1300 psig,,Burst pressure 6800 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,No dissimilar metal corrosion issues,,,Red,Metal ferrule,No brazing required,No need for a hot works permit,,0.512-0.642(internal) 0.945-1.063(external),,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,,,
156,P619326,"Henry Technologies 937204 schraeder+ ball valve 1/2""",Henry Technologies,25.13,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Henry Technologies 937204 schraeder+ ball valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,P675194,"Danfoss GBC12S solder ball valve 1/2""",Danfoss,26.67,"GBC ball valves are manually operated shut-off valves suitable for applications where bi-directional flow is a requirement; GBC valves are approved for applications in liquid, suction, and hot gas lines in refrigeration and air conditioning systems; GBC valves offer maximum tightness across the seat and seal, with minimum pressure drop; GBC valves give maximum flow in the fully open position;They are designed for operation within a broad temperature range and are approved for use with any fluorinated refrigerant;Standard GBC valves may be used in applications using high pressure refrigerants, including R410A, and GBC bi-directional ball valves can be delivered with or without external access port; For CO2 applications a dedicated range is available with a max;working pressure of 90 bar (1300 psig); GBC valves are equipped with a one-piece seal cap to prevent tampering;Complies with European Safety Directive EN 378 (Safety and environmental requirements).","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss GBC12S solder ball valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/02/693802_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_1_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,P690402,Copeland singlephase run cap 45mfd 50hz,Copeland,67.61,"This Copeland single phase, 475V, 50Hz, 45µF run capacitor is for use with ZP26K3E, ZR28K3E and ZB19.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Copeland singlephase run cap 45mfd 50hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/02/690402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Copeland_Replacement_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,P604753,Daikin 142417J Fan Motor 566V - 750W,Daikin,883.46,"This Daikin B180-56-857 566V, 750W fan motor is a replacement part for use in air conditioning units.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 142417J Fan Motor 566V - 750W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/53/NW-604753_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,P685027,Aspen Pumps Xtra adaptor 16-32mm,Aspen Pumps,30.45,"Made of black rubber, this Aspen Pumps Xtra 16 to 20mm adapter is designed to connect a ducted unit to a mini pump.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra adaptor 16-32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/27/NW-685027_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_MiniPump_Connector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,P686627,Aspen Pumps Smartlock elbow swage union 5/8,Aspen Pumps,176.3,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 5/8"" elbow swage union fits securely and quickly without complex tools or a hot works permit. Coming off the swage at a 90 angle, the ELSW fitting is ideal for tight corners meaning there's no need to buy both a swage union and an elbow union.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Smartlock elbow swage union 5/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/27/686627_wm.jpg,,,,,Smartlock,N,,,ELSW5800,Elbow Swage Union,N,Connects swage valves to copper or aluminum tube,,,,,Allows for 90 angle straight from valve without brazing,,Design pressure 1300 psig,Burst pressure 6800 psig,Temperature range of -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,,,Red,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,,0.642 (internal); 1.063 (external),,,,,,No need for a hot works permit,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,,
162,P660103,Fujitsu UTDRF204 Spigots,Fujitsu,24.6,"This Fujitsu filter kit is suitable for ARXG 22/24/30/36/45 KMLA, ARYG 24/36/45 LMLA, ARYG 30/36 LMLE, ABYG 30/36 LRTE, ABYG 36/45/54 LRTA, ARXP 009/012/ 014/018 GLAH, ARXA 024/030/ 036/045 GLEH and ABYA 030/036/ 045/054 GTEH air conditioning units.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Fujitsu UTDRF204 Spigots,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/03/NW-660103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Fujitsu_AR24_AO24_Tech_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_CS_OP_Catalogue_2020.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fujitsu_UTDRF204_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
