,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Model For Use With,Boiler Section,Supplier Product Code,Type,WEEE Compliant,Boiler Range,Part Gas Council number,By Model Number,Feature 1,Feature 2,Feature 3,Operating Temperature,Range,Warranty,Pack Quantity,Depth (mm),Fuel Type,Weight,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,For Use With,Body Material,Dimensions mm (H x W x D),Application,Feature 9,Voltage (V),Material,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Colour,Connection Type,Thickness,Size,Operating Temperature Range (C)
112,P421583,Regin boiler case seal 5mm x 10mm x 5mtr,Regin,5.25,"A replacement casing part, this Regin case seal is 5mm thick, 10mm wide and 5M long. It is made from EPDM and neoprene and has an adhesive backing for ease of installation.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Regin boiler case seal 5mm x 10mm x 5mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/83/421582_421583_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Regin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,P410960,Heatline pressure relief valve,Heatline,27.82,"This Heatline pressure relief valve is a replacement part suitable for use with Monza and CaprizPlus boilers.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Heatline pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/60/410960_wm.jpg,,,N,"28, 24a, 28a, 28, 28a, 24, 24a, 24",Gas Assembly,D003202395,Pressure Relief Valve,N,"Monza, CaprizPlus",H87597,"24,28,28a,24a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,P422339,Ariston 572447 safety valve 6bar,Ariston,32.55,"An Ariston brand part, this 6 bar pressure relief valve is suitable for Andris and EuroPrisma range units.  These valves help to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Ariston 572447 safety valve 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/39/422339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Europrisma_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,P474221,Grant VBS126A cable and plug 1100mm White,Grant,32.08,"This Grant 1100mm long pump cable with plug is suitable for use in all Vortex boilers.  The pump moves heated water around a boiler, via the heat exchangers and into the radiators or hot taps. The pump is normally located before the diverter valve in a combi to allow circulation through a heating and hot water system.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Grant VBS126A cable and plug 1100mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/21/474221_wm.jpg,,,N,,Pump,VBS126A,,N,All Vortex Models,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,P471107,Johnson and Starley control module,Johnson and Starley,332.45,"A Johnson and Starley replacement control module for the Economaire and Intejan boiler ranges.  The boiler control module, or control panel, usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Johnson and Starley control module,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/07/471107_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/J&S_ECONOMAIRE_32_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,P409972,Parts safety valve 3 bar,Parts,11.0,"This Baxi pressure relief valve is a replacement part suitable for use with Luna, Combistore HT, Luna3 Comfort IN, Luna3 Silver, Luna Super, Duo-Tec Max, Eco, Eco3, Luna Air, Luna Blue, Luna3 Blue, Luna3 System HT, Luna HT, Luna In HT, Luna Max, Luna Platinum, Luna3, Prime HT, Duotec Compact, Silver Space and Luna Duo-Tec IN boilers.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Parts safety valve 3 bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/72/409972_wm.jpg,,,N,"240 FI, 240, MAX 240I, SPACE 250FI - V2, MAX 250FI, MAX 310FI, 1_310FI MV, 240 FI, 33 GA - 710288002, 1_240 FI - CSB43524X680, 1_240FI - CSB43524X683-4, 240 I - CSB43224X682, 1_240FI - CSB455243680, 240FI - CSB456243681, 240FI - CSB45624X682-3, 240I - CS",Diverter Valve,40437,Pressure Relief Valve,N,"Combi, Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum ErP, System, System IE, Main Combi/ Combi HE, Main Eco, Main Eco Elite, Main Eco Elite ErP, Main HE, Gold, Gold ErP, Heatmax, Performa, Promax, Promax ErP, Titanium, Titanium ErP",E66425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,P429832,Atag safety valve set 3 bar,Atag,35.77,"An Atag 3 bar safety valve set for installation in A-Series, Q-Series, E-Series and Q-Solar units.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Atag safety valve set 3 bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/32/429832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,P492476,Intergas 864107 expansion vessel flat,Intergas,91.98,"This Intergas flat expansion vessel is a part suitable for use in HRE and Eco RF boiler models.  A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Intergas 864107 expansion vessel flat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/76/492476_wm.jpg,,,N,,,864107,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,P420919,Viessmann flow hose 50,Viessmann,40.44,"Supplied with fittings, this Viessmann heating flow hose is designed for use in a Vitodens boiler.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Viessmann flow hose 50,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/19/NW-420919_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Viessmann_Vitodens_050_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P429694,Atag de-aerator set chrome,Atag,56.52,"A de-aerator set for use with Atag's E-Series, Q-Series, iC-Range, iR-Range, iS-Range, A-Series, Q-Solar and XL-Series ranges.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Atag de-aerator set chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/94/429694_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,P463756,Biasi temperature pressure gauge,Biasi,51.76,"This Biasi branded temperature pressure gauge is for use with Biasi Garda, Garda HE, Garda HE Plus, Parva, Riva Advance, Riva Compact, Riva Compact HE, Riva Plus and Riva Plus HE boilers. Giving the user a visual measurement of pressure within their heating system, this gauge is useful in diagnosing issues such as leaks, which will usually show as a consistent pressure drop. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Biasi temperature pressure gauge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/56/463756_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Biasi_M96_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,P420921,Viessmann preformed hose 50,Viessmann,40.44,"Supplied with fittings, this Viessmann heating return hose is designed for use in a Vitodens boiler.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Viessmann preformed hose 50,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/21/NW-420921_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Viessmann_Vitodens_050_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,P422291,Ariston 65101732 main printed circuit board,Ariston,283.3,"This Ariston printed circuit board is suitable for use in microGenus II boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Ariston 65101732 main printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/91/422291_wm.jpg,,,N,"24 MFFI, 28 MFFI, 31 MFFI",Control Panel,65101732,Printed Circuit Board,N,microGenus II,797620,"24 MFFI,28 MFFI,31 MFFI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,P487519,Clesse pigtail hose 20'' POL x POL,Clesse,12.69,"A high quality part, this Clesse 20"" LPG pigtail hose with POL fittings at each end is suitable for cylinder connection. Factory-fitted, the connections are tested before leaving the factory.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Clesse pigtail hose 20'' POL x POL,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/19/487519_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Clesse_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Clesse_Catalogue_2019-2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
