,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Pack Quantity,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 6,Attachment 7,Dry Weight (kg),Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 8,Attachment 9,Max Vertical Level Flue Length (metres),Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class,Flue Type,Flue Diameter,Flue Length,Flue Size,Part Gas Council number,By Model Number
300,P100365,Worcester Bosch Greenstar CDi FS Regular 42CDi ErP floor standing natural gas boiler,Worcester Bosch,2456.59,"An ideal replacement for older floor-standing boilers, the Worcester Bosch Greenstar 42CDi FS regular boiler is compact and straightforward to fit for minimal disruption during installation. Suitable for larger sized homes with more than one bathroom, the ErP A-rated Greenstar CDi contributes to reduced energy bills and is compatible with Greenskies solar panels for further eco-efficiency. With inbuilt frost protection, this appliance can be sited in the loft or garage, giving you greater flexibility of siting.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar CDi FS Regular 42CDi ErP floor standing natural gas boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/65/100365_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_FS_CDi_Regular_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,P333688,Ideal Vogue Max Combi C26 boiler,Ideal,1212.0,"A thoroughly modern boiler, the Ideal Vogue Max Combi C26 is not just designed to look good in any space but it is highly efficient too with an ErP A rating. Easy and quick to install, this single piece unit has a low lift weight while full text fault modes make repair and service simpler than ever. Thanks to a large full colour LCD screen with text and graphics, operating the Vogue Max is child's play, giving the user full control over their system with a low risk of error. An inbuilt service timer and an excellent warranty package gives customer and installer peace of mind.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Vogue Max Combi C26 boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/om/bi/Ideal Vogue Max Combi_wm.jpg,,,,,,10.6 L/min @ 35°C,Natural Gas,Vogue Max Combi,10 Years,32.4kg,A,N,A,,330,"333688, 333717",93,Wall Hung,333688 PK,Combi Boiler,N,ErP heating and water compliant,Easy to read pressure gauge,Compatible with Ideal controls,Full text support for fault modes,Quick installation thanks to single piece unit and low lift weight,Service timer with telephone number display/service display,Stylish composite design with damped opening control cover and large rotary control dials,"Simple customer user interface, 3.5in full colour large backlit LCD display with plain text and graphics",,10 year warranty,Extended warranty available when following Ideal installation specification and guidelines,,,,,,Black/Gloss,,A,,,,,,,,,,,,,,,,,,
302,P115366,Worcester Bosch Greenstar Danesmoor Utility 18/25 2022+ heat only boiler,Worcester Bosch,1935.05,"A regular oil boiler ideal for the utility room in homes of almost any size, the Worcester Bosch Greenstar Danesmoor External 18/25 2022+ heat only boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Danesmoor Utility 18/25 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/67/115365_115367_wm.jpg,,,,,,,Oil,Greenstar Danesmoor Utility,2 years,1.08 kg,A,N,,25 kW,600,,90.6,Floor Standing,7731600246,Heat Only Boiler,N,Cross firing burner,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,P333862,Intergas HRE OV 18 heat only boiler,Intergas,809.0,"The wall-mounted Intergas Compact HRE 18 OV gas-fired boiler is designed to effectively transfer heat to a central heating system's water circuit for reliable home warmth at an ErP A rating. Suitable for use with a storage cylinder, this modulating boiler can also supply reliable hot water and, with next to no standby losses, no air pressure switch and hassle-free installation and maintenance, it is a cost effective addition to the family home.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Intergas HRE OV 18 heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/ov/Intergas_HRE_OV_wm.jpg,,,,,,,Natural Gas,HRE OV,7 Years,30Kg,A,N,,18 kW,240,333862,93,Wall Hung,333862 PK,Condensing Open Vent Boiler,N,Suitable for use in open vent systems with a heating system feed tank,Fitted with a modulating control to adjust power in line with heat requirements,No air pressure switch,Easy to service and maintain,Almost no standby losses,7 year warranty,,,,,,,,,,,White/Gloss,,A,,,,,,,,,,,,,,,,,,
304,PS32684,Atag QR-Series Q60SR system boiler,Atag,2598.75,"Incorporating up to date efficiency and low carbon tech, the ATAG Commercial QR60 system boiler is designed with a stainless steel heat exchanger, burner control unit with LCD display and built-in pump. It also boasts an integrated zone management system for up to three central heating zones. Suitable for large domestic and light commercial use, QR38 supplies a seasonal space heating efficiency of 93% combined with low NOx emissions, ensuring reliable heating without high costs. Ideal for use alongside a hot water cylinder, this easy to install heat-only boiler can form part of a cascade and offers compatibility with a range of flue options.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Atag QR-Series Q60SR system boiler,,Boiler with casing;Gas isolation valve;Automatic vent (inside the boiler);Concentric flue adapter 80/125;Safety valve (inside the boiler);Template on the package wrapper;Suspension bracket;Installation instructions;Draining valve with T-piece;Operating m,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/84/S32684_wm.jpg,,,,,,0.63,Natural Gas,QR-Series,5 Years,68 kg,A,N,A,60 kW,385,,89.5,Wall Mounted,AT-B-Q60SR,Condensing,N,Ideal for installation with hot water cylinder,Suitable as part of new system or as a replacement,Stainless steel heat exchanger,Heat exchanger has high quality smooth stainless steel tubing for efficiency,Built-in pump and non-return valve,High efficiencies with low NOx emissions,Combine up to 8x units in cascade,Extensive flue options available,,5 year parts and labour warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,P333113,Alpha E-Tec NX system boiler 35kW,Alpha,854.0,"Highly efficient, the Alpha E-Tec NX 35kW system boiler incorporates a reliable and lightweight stainless steel heat exchanger. Easy to operate using a well-designed control panel with backlit display, this 35kW output, ErP A-rated boiler is fitted with a double casing for the quietest possible operation, improving siting options.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Alpha E-Tec NX system boiler 35kW,,Boiler with fittings pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,,,,,,,Natural Gas,,7 Years,3.28 kg,A,N,,34.8 kW,255,,89.5,Wall Mounted,333113 PK,System,N,Lightweight stainless steel main heat exchanger,Double casing design for quiet operation,Easy-read backlit display,Revised control panel interface,With removable push-fit flue connection,Fully range output adjustable,With Delta T variable speed operation pump,Suitable for wall mounted installation,,ErP A-rated,7 year warranty,,,,,328,,,,,,,,,,,,,,,,,,,,,
306,P334215,Vokera Vision Plus 25S boiler only pack 25kW,Vokera,822.0,"The Vokera Vision Plus 25S high efficiency system boiler pack can be installed to provide central heating only or is suitable for use with the Vokera AquaFlow unvented cylinder for domestic hot water storage. Flexible and efficient, earning an ErP A rating, this 25kW boiler has a wide modulation ratio and is hybrid-ready for straightforward integration into a low carbon heating system. Additionally, a built-in relay allows for effortless integration with zone valves.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vokera Vision Plus 25S boiler only pack 25kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/15/NW-334205_334215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Vokera_Vision_S_System_Boiler_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Vokera_Vision_Plus_Sys_Boiler_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Vision_Plus_S_C_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/Vokera_Vision_Plus_25S_Test_Data.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vokera_Vision_Plus_25S_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Vokera_Vision_Plus_S_EU_Type_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Vokera_Vision_Plus_25S_ErP.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vokera_Vision_Plus_Sys_Boiler_Tech.pdf,,,,,,,,,,
307,P127383,Vaillant ecoTEC Plus VUW 20/26CS/1-5 (N-GB) ecoTEC plus 826 ecoTEC plus 826,Vaillant,1889.16,"An updated version of one of Vaillant's most successful boiler designs, the Vaillant ecoTEC Plus 826 combi boiler offers complete connection to a wide range of controls as well as app connectivity for the ultimate in ease of use. The boiler's internal layout is better than ever too, with the most important components kept front and centre for easy installation and simple, time-saving servicing and maintenance. Meanwhile, the ecoTEC's footprint and connections haven't changed, so retrofit jobs are ultra-simplified. With intuitive operation and inBUS technology, the 26kW ecoTEC Plus makes life easier and saves the homeowner money too, while also providing the option to switch to LPG or, when the time comes, hydrogen.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vaillant ecoTEC Plus VUW 20/26CS/1-5 (N-GB) ecoTEC plus 826 ecoTEC plus 826,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/87/127377_127387_wm.jpg,,,,,,10.6,Natural Gas / LPG,ecoTEC plus,5 Years,38.8kg,A,N,A,26 kW,352,,TBC,Wall Hung,0010036015,Combi Boiler,N,Compatible with plug-and-play myVAILLANT connect internet gateway,Connects to most Vaillant controls (excluding timeSWITCH 150 and timeSWITCH 160),App compatible,Refined internal layout for ease of  access to all major components,Easy installation and service,"Same case dimensions, boiler footprint, flue position and pipe connections as previous models",Intuitive semi-touchscreen interface,Guided commissioning and setup wizard,,Straightforward navigation,Automatic and fast LPG conversion,No additional parts required for LPG,New IoniDETECT technology,,,,,,,Intelligent gas combustion monitoring for modulation range of up to 1:10,linBUS technology for accurate reading of flow rate and pressure differential via internal pump,Ready to work safely and efficiently with up to 20% hydrogen mix,Compatible with all Vaillant accessories and technologies,5 year warranty,,,,,,,,,,,,,
308,P334013,Ideal Vogue Gen2 S32 system boiler only pack,Ideal,1356.0,"The room-sealed Ideal Vogue Gen 2 S32 System condensing boiler is a compact, wall-mounted unit built with a range of high quality components for reliability and longevity. Easy to operate, this 32kW output boiler has a large backlit LCD for at-a-glance information and simple buttons for intuitive programming. The Vogue Gen 2 is Energy Saving Trust endorsed and has an ErP A rating for efficiency, helping users to achieve lower bills and improve their emissions.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Vogue Gen2 S32 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ge/n2/Vogue_Gen2_wm.jpg,,,,,,,Natural Gas,Vogue GEN2,10 Years,34.3 kg,A,N,,,330,334013,93,Wall Hung,334013 PK,Condensing System Boiler,N,Compact size,Built using premium components,Multi-function buttons for ease of use,"Backlit 3.5"" LCD full colour display",Energy Saving Trust endorsed,Full sequence automatic spark ignition,Fan-assisted combustion,LPG conversion available,,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,34.3,,,,,,,,,,,,,,,,,,,,,
309,P333889,Alpha E-TEC 20S system boiler,Alpha,796.0,"ErP A-rated for efficiency, the compact Alpha E-Tec 20S system boiler can help homeowners to save on fuel bills while reducing their energy use. Offering a 20kW output, this boiler is ideal for small to medium homes requiring an average level of heating and hot water, fitting snugly into a kitchen cupboard where it's easy to reach for operation and maintenance but leaves plenty of room for storage. Fitted with the always reliable Grundfos pump and hydroblock, the E-Tec also features easy-access NTCs alongside a corrosion-resistant expansion vessel for long-lasting use and ease of servicing.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Alpha E-TEC 20S system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/94/196893_196894_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Alpha_E-Tec_20S_Installation_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_E-Tec_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_E-Tec_20S_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,P333025,Vokera Unica Max C 40 20188337 combi boiler only,Vokera,1080.0,"Suitable for 20% hydrogen, the Vokera Unica MAX C40 is also compatible with methane-hydrogen blends, ready for the expected network switchover and is hybrid enabled for integration of a variety of energy sources, including electricity and renewables. Using active combustion control (ACC), this 40kW boiler can adapt to an air/gas mix according to the gas quality available while a large bore stainless steel heat exchanger helps to further improve efficiency for reduced maintenance and improved longevity. Controlled using a full colour LCD interface, the Unica MAX has a text-menu interface for simple navigation through settings, making both commissioning and operation simple while the optional embedded time clock allows for straightforward programming of on and off times.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vokera Unica Max C 40 20188337 combi boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/92/127291_127292_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Vokera_Unica_MAX_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,P114457,Ideal Logic Code Combi ESP1 C33 ErP combi boiler 33kW,Ideal,1456.49,"A single box central heating solution, the Ideal Logic Code Combi C33 ESP1 boiler supports up to Level 4 of the code for sustainable homes with an improved SAP and DER performance. State-of-the-art technology makes this smart boiler simple to operate and sustainable too, using a built-in stainless steel recuperator fitted at the flue exit to recycle the waste energy which might have been lost through the flue terminal. This impressive technology means an eco-friendly, energy bill reducing ErP A rating. Compact in size and simple to install, this single piece 26kW output unit has a lower lift weight and low component count for cost efficient, hassle-free maintenance and installation.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Logic Code Combi ESP1 C33 ErP combi boiler 33kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/58/114456_114458_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114457_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Code_Combi_ESP1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Code_Combi_ESP1_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Logic_Code_Combi_ESP1_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
