,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,By Model Number,Attachment 1,Attachment 2,Feature 1,Feature 2,Fuel Type
56,P775265,Potterton fan centrifugal 30 60,Potterton,185.09,"A genuine spare part, this fan is intended for use in Potterton's Suprima boiler  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly. As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton fan centrifugal 30 60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/65/775265_wm.jpg,N,"30, 40, 50, 60",Fan Combustion Chamber,Suprima,792493,5000858,Fan,N,"60,50,40,30",,,,,
57,P410203,Potterton temperature sensor,Potterton,26.99,"A Potterton thermistor sensor designed for Main HE, Performa SL and Suprima boilers.  The thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton temperature sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/03/410203_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Potterton_Suprima_HE_Installation.pdf,,,,
58,P773732,Potterton valve pressure relief,Potterton,17.62,"A Potterton pressure reducing valve with push-fit inlet connection and male screw fit outlet connection suitable for Solo 3, Ultra 2, Bahama, Promax, Puma, Combi (Condensing), Barcelona, 100 He and Combi appliances.  The pressure relief valve is designed to control pressure in a closed system, relieving a build-up to avoid damage or malfunction.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton valve pressure relief,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/32/773732_wm.jpg,N,"Solo 3 30 Pf System, 80, Solo 3 40 Pfl System, Solo 3 60 Pf System, Solo 3 80 Pf System, Solo 3 60 Pfl System, Bahama 100 Sit, 60, Promax He System, 80 Prog, 40, 30 Prog, 80E (Sit/Honeywell), 60Dv, Combi 100 He Plus, Solo 3 50 Pfl System, Solo 3 50 Pf Sy",Gas Assembly,"Solo 3, Ultra 2, Bahama, Promax, Puma, Combi (Condensing), Barcelona, 100 He, Combi",379398,5000721,Pressure Relief Valve,N,,,,,,
59,P498680,Potterton screw,Potterton,3.93,"This Potterton screw pack contains screws for use in the casing of Main HE, Kingfisher, Kingfisher Mf, Performa SL and Suprima boilers.  Spare screw packs, for assembling an appliance or holding it in place, are supplied in various sizes and groupings to suit different jobs and appliances.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton screw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/80/498680_wm.jpg,N,"Main Heat Only 12 HE, Main Heat Only 15 HE, Main Heat Only 18 HE, Main Heat Only 24 HE, Main Heat Only 9 HE, 40 Cfl (Not Produced), 100Cfl, 40Cfl, 50Cfl, 60Cfl, 70Cfl, 80Cfl, 90Cfl, 12 SL, 15 SL, 18 SL, 21 SL, 24 SL, 9 SL, Phoenix, 30, 40, 50, 60, 70, 80",Casing,"Main HE, Kingfisher, Kingfisher Mf, Performa SL, Suprima",E00175,670209,Screw,N,"50HE,60Cfl,24 HE,30 HE,12HE,70Cfl,21 SL,30L,50Cfl,70HE,40L,50L,60L,70L,80L,70,Phoenix,50,30,9 HE,15 SL,100Cfl,40HE,90Cfl,Slimline Modular,120L,100L,60HE,120,24 SL,80HE,12 SL,100,18HE,15HE,80,40 Cfl (Not Produced),60,9 SL,80Cfl,40,40Cfl,18 SL",,,,,
60,P410184,Potterton condensate trap assembly,Potterton,27.08,"This Potterton condensate trap assembly is a branded replacement part suitable for Main HE, Performa SL and Suprima boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A usually plastic discharge pipe connected to the condensate trap sends held water out of the property because it can contain low levels of acid due to CO2 from the combustion process dissolving in the water.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton condensate trap assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/84/410184_wm.jpg,N,"Main Heat Only 12 HE, Main Heat Only 15 HE, Main Heat Only 18 HE, Main Heat Only 24 HE, Main Heat Only 9 HE, 12 SL, 15 SL, 18 SL, 21 SL, 24 SL, 9 SL, 30HE, 40HE, 50HE, 60HE, 70HE, 80HE",Fan Combustion Chamber,SuprimaMain HEPerforma SL,H26782,5111451,Trap Assembly,N,"50HE,40HE,24 HE,30 HE,12HE,21 SL,60HE,24 SL,80HE,70HE,12 SL,18HE,15HE,9 SL,9 HE,18 SL,15 SL",,,Suitable for a range of boilers,Trap spare,
61,P452692,Potterton controls cover,Potterton,103.2,"This control cover assembly is a replacement part for Potterton's Netaheat Profile and Profile boilers. A cover for the control panel or user interface, this part keeps display and controls clean and concealed. The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes. To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton controls cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/92/452692_wm.jpg,N,"30E, 40E, 50E, 50E Lpg, 60E, 60E Lpg, 80E, 80E Lpg, 100E, 100E Lpg, 30E, 40E, 50E, 50E Lpg, 60E, 60E Lpg, 80E, 80E Lpg",Control Panel,"Netaheat Profile, Profile",337503,907707,Control Cover Assembly,N,"80E Lpg,50E Lpg,100E,80 E,30E,40E,50E,60E,60E Lpg,100E Lpg",,,,,
62,P795437,Potterton wiring harness,Potterton,43.44,"Potterton V3V/pump/valve wiring is compatible with Platinum, Gold, Heatmax, Titanium and Promax appliances.  This wiring harness gives the PCB complete control over the boiler's processes and safety protocols.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton wiring harness,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/37/795437_wm.jpg,N,"Combi 28 HE A, 28 HE, Combi 33 HE, Potterton Titanium 24, 24 HE, Combi 24 HE Plus A, Combi 28 HE Plus A, 24 HE A, 33 HE A, Combi 33 HE A, 28 HE A, Combi 24 HE, Combi 28 HE, Combi 24 HE Plus, Combi 28 HE Plus, Potterton Titanium 28, Potterton Titanium 33,",Pump,"Platinum, Gold, Heatmax, Titanium, Promax",H29003,5114781,Wiring Harness,N,"Potterton Titanium 24,Combi 28 HE Plus,Potterton Titanium 33,Combi 24 HE,Combi 33 HE A,Potterton Titanium 28,Co,28 HE,24HE A,Combi 24 HE Plus,Combi 28 HE A,Combi 28 HE,28 HE A,33 HE A,Combi 33 HE Plus A,Potterton Titanium 40,Combi 33 HE,Combi 33 HE Plus",,,,,
63,P795527,Potterton condensate collector,Potterton,445.74,"Condensate collector for Potterton's Paramount Three, Paramount Two, Paramount Four and Paramount Five boilers.  The condensate collector holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe, usually made of plastic because the condensate can contain low levels of acid due to CO2 from the combustion process dissolving in the water, is connected to the trap and sends held water out of the property.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton condensate collector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/27/795527_wm.jpg,N,"Paramount Three - 30 kW, Paramount Three - 80 kW, Paramount Three - 95 kW, Paramount Two - 115 kW, Paramount Three - 115 kW, Paramount Four - 115 kW, Paramount Three - 40 kW, Paramount Two - 80 kW, Paramount Two - 40 kW, Paramount Two - 60 kW, Paramount",Gas Assembly,"Paramount Three, Paramount Two, Paramount Four, Paramount Five",,655811,Condensate Collector,N,,,,,,
64,P410210,Potterton 997072 gas valve,Potterton,1883.05,"This gas valve is for use in Potterton Eurocondense boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton 997072 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/10/410210_wm.jpg,N,"Eurocondense Plus 160-500, Eurocondense Plus 90-250, Eurocondense 2 - 90-250",Gas Assembly,Eurocondense,,997072,Gas Valve,N,,,,,,
65,P410239,Potterton kit gas valve,Potterton,197.89,"This Potterton gas valve kit is for use in the Main HE, Performa SL and Suprima boiler units. Used for gas distribution, the valve receives a message from the system's PCB when more gas is required in the burner, causing it to open and allow gas to flow through the valve into the burner or pilot assembly. We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton kit gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/39/410239_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Potterton_Suprima_HE_Installation.pdf,,,,
66,P795403,Potterton 998420 burner gasket,Potterton,44.81,"This gasket is a spare part for Potterton Paramount Five, Paramount Four, Paramount Three and Paramount Two boilers.  In boilers gaskets join parts to pipework securely, preventing gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton 998420 burner gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/03/795403_wm.jpg,N,"Paramount Five - 30 kW, Paramount Five - 60 kW, Paramount Four - 115 kW, Paramount Three - 115 kW, Paramount Three - 40 kW, Paramount Three - 95 kW, Paramount Two - 40 kW, Paramount Two - 80 kW, Paramount Four - 50 kW, Paramount Four - 80 kW, Paramount T",Gas Assembly,"Paramount Five, Paramount Four, Paramount Three, Paramount Two",727284,998420,Gasket,N,"Paramount 3,Paramount 2",,,,,
67,P795534,Potterton water pressure switch,Potterton,71.02,"This air pressure switch is a suitable spare for Potterton Eurocondense boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton water pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/34/795534_wm.jpg,N,"Eurocondense 3 - 125 - 300, Eurocondense 4 - 125-300",Fan Combustion Chamber,Eurocondense,,682234,Pressure Switch,N,,,,,,
68,P450819,Potterton bottom control cover,Potterton,100.23,"This control cover assembly is a replacement part for Potterton's Netaheat Profile and Profile boilers. A cover for the control panel or user interface, this part keeps display and controls clean and concealed. The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes. To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton bottom control cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/19/450819_wm.jpg,N,"30E, 40E, 50E, 50E Lpg, 60E, 60E Lpg, 80E, 80E Lpg, 100E, 100E Lpg, 30E, 40E, 50E, 50E Lpg, 60E, 60E Lpg, 80E, 80E Lpg",Control Panel,"Netaheat Profile, Profile",337501,907706,Control Cover Assembly,N,"80E Lpg,100E,50E Lpg,80 E,30E,40E,50E,60E Lpg,60E,100E Lpg",,,,,
