,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Pack Quantity,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 6,Seasonal Space Heating Energy Efficiency Class,Attachment 7,Flue Type,Flue Diameter,Flue Length,Flue Size,Part Gas Council number,By Model Number,Dry Weight (kg)
88,P130195,Glow-worm Energy7 15r boiler 15r,Glow-worm,1289.48,"The Glow-worm Energy7 15R regular boiler, or open vent boiler, is suitable for pairing with your choice of controls, creating the perfect bespoke heating system for your family. Installed with a cylinder for hot water storage, this 15kW wall-mounted boiler is ideal for homes where hot water is in demand. Though offering real heft when it comes to performance, this boiler is lightweight and compact for ease of installation, with a choice of top or rear flue for a convenient retrofit. The Energy7 includes Glow-worm's patented four-sided cooling, reducing stress on the heat exchanger for ErP A-rated efficiency.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Glow-worm Energy7 15r boiler 15r,,Regular boilerHeat generatorUnit mounting bracketFlue adapterGas stopcockGas pipeCondensate discharge hoseMounting templateEnclosed documentation,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/96/NW-130194_130196_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Reg_Oper_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Energy7_Reg_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,,,,,,,,,,,,,,,,
89,P150983,Baxi Assure 16 Heat 1 NG heat boiler 16kW,Baxi,916.11,"As a result of comprehensive customer insight, from 1 October 2020 we are re-branding the Potterton Assure range of boilers to Baxi Assure. The Baxi Assure range of boilers will include all outputs and types of boilers currently in the Potterton Assure range with the addition of the Baxi Assure Combi 36kW LPG - for installations in off mains gas areas.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Baxi Assure 16 Heat 1 NG heat boiler 16kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2-/86/150982-86_wm.jpg,Natural Gas,,Assure 16 Heat,2 Year Parts & Labour,19.5Kg,A,N,A,16 kW,270,,93,Mounting plate,7749447,Boiler,N,Boilers designed for use with pipes that can be run behind the boiler,,,,2 year parts and labour warranty,A rated,"Industry leading choice of flue lengths, bends and accessories",Compatible with a range of Baxi accessories that can improve SAP benefits for developers and compliant with Boiler Plus requirements for social housing refurbishments.,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
90,P334021,Ideal Logic Max Heat H24 heat only boiler pack,Ideal,1118.0,"The Ideal Logic Max Heat H24 heat only boiler is compact and lightweight for easy installation in almost any location. ErP A-rated, this highly efficient heat only boiler can be used alongside a hot water cylinder for the supply of reliable domestic hot water and is compatible with a range of Ideal controls for additional flexibility and cost savings. The hardwearing Max Heat is straightforward to use, simple to service and requires minimal maintenance.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Logic Max Heat H24 heat only boiler pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/he/at/Ideal Logic Max Heat_wm.jpg,Natural Gas,,Logic Max Heat,,,,N,,,,334021,,,334021 PK,Heat Only Boiler,N,Compact cupboard fit,,,,Low lift weight,"Easy installation, commissioning and service",Hardwearing and scratch-resistant,Fan-assisted combustion,Full sequence automatic spark ignition,Large digital display,Easy to reach pressure gauge on front panel,Service timer with telephone number display/service display,Compatible with Ideal controls,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,,,,,,
91,P123324,Ideal Mexico HE HE36 high efficiency floor standing natural gas boiler excluding flue,Ideal,3639.47,"The compact, floor-standing Ideal Mexico HE36 condensing boiler is designed for room-sealed operation. Offering high levels of energy efficiency, this Energy Saving Trust endorsed 36kW output unit has an ErP A rating, meaning less waste and lower energy bills. With its clear status display, the Mexico makes control and fault diagnostics simple while the option to add a remote user kit provides homeowners with an additional level of control.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Mexico HE HE36 high efficiency floor standing natural gas boiler excluding flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/24/123320_123324_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Mexico_HE_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Domestic_Gas_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/123324_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Mexico_HE_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Mexico_HE_Installation.pdf,,,,,,,,,,,,,,,,
92,P112928,Worcester Bosch Greenstar Ri Compact ErP 27Ri NG ErP regular natural gas boiler,Worcester Bosch,1235.19,"A compact, wall-mounted boiler ideal for small and medium homes, the Worcester Bosch Greenstar 27Ri ErP NG regular boiler is straightforward to install and user-friendly, controlled by a intuitive display and simple knob system. Featuring a groundbreaking new heat exchanger, this ErP A-rated boiler promises greater than ever efficiency, improved reliability and enhanced durability. The Greenstar is compatible with a wide range of controls as well as Greenskies solar panels and high efficiency Greenstore water cylinders, giving homeowners the option to build the system that best suits their needs.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Ri Compact ErP 27Ri NG ErP regular natural gas boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/31/112928_112931_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_27-30Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112928_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_Compact_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/112928_ErP.pdf,,,,,,,,,,,,,,,,
93,P147055,Viessmann Vitodens 100-W B1GA-19 heat only boiler (1),Viessmann,1290.44,"Hydrogen-ready (H2, 20% blend), the Viessmann Vitodens 100-W B1GA-19 heat only boiler is suitable for installation on existing open vented or sealed systems. Reliable and high performing, this ErP A-rated heat only boiler is fitted with the patented Viessmann Matrix Plus Burner and a stainless steel Inox-Radial heat exchanger. Lightweight and compact, the Vitodens 100-W is easy to install in almost any location.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Viessmann Vitodens 100-W B1GA-19 heat only boiler (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/57/147053_57_wm.jpg,Natural Gas,1,Vitodens 100-W,5 Year,23 kg,A,N,,19 kW,285,,92,Wall,7959996,Heat Only Boiler,N,Gas condensing heat only boiler for open vent and sealed systems,,,,"Lambda Pro for exceptional performance, high efficiency and low emissions",Hydrogen ready (H2 20% blend),Compact design for cupboard installation,Ideal for bungalow application with its low static water head requirement,"Low weight, easy to handle",Particularly attractive price/performance ratio,Durable and efficient due to Inox-Radial stainless steel heat exchanger,MatriX-Plus burner,Easy operation via control unit with LED display and touch buttons,Internet capability with WiFi ready for ViCare app,Ideal for installation in living areas thanks to its low operating noise and compact dimensions,LPG configurable through control settings,,,,,,,,,,,,,,,,,,,,,
94,P334022,Ideal Logic Max Heat H30 heat only boiler pack,Ideal,1253.0,"The Ideal Logic Max Heat H30 heat only boiler is compact and lightweight for easy installation in almost any location. ErP A-rated, this highly efficient heat only boiler can be used alongside a hot water cylinder for the supply of reliable domestic hot water and is compatible with a range of Ideal controls for additional flexibility and cost savings. The hardwearing Max Heat is straightforward to use, simple to service and requires minimal maintenance.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Logic Max Heat H30 heat only boiler pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/he/at/Ideal Logic Max Heat_wm.jpg,Natural Gas,,Logic Max Heat,,,,N,,,,334022,,,334022 PK,Heat Only Boiler,N,Compact cupboard fit,,,,Low lift weight,"Easy installation, commissioning and service",Hardwearing and scratch-resistant,Fan-assisted combustion,Full sequence automatic spark ignition,Large digital display,Easy to reach pressure gauge on front panel,Service timer with telephone number display/service display,Compatible with Ideal controls,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,,,,,,
95,P123321,Ideal Mexico HE HE18 high efficiency floor standing natural gas boiler excluding flue,Ideal,1554.99,"The compact, floor-standing Ideal Mexico HE18 condensing boiler is designed for room-sealed operation. Offering high levels of energy efficiency, this Energy Saving Trust endorsed 18kW output unit has an ErP A rating, meaning less waste and lower energy bills. With its clear status display, the Mexico makes control and fault diagnostics simple while the option to add a remote user kit provides homeowners with an additional level of control.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Mexico HE HE18 high efficiency floor standing natural gas boiler excluding flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/24/123320_123324_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Mexico_HE_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Domestic_Gas_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Mexico_HE_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Mexico_HE_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/123321_ErP.pdf,,,,,,,,,,,,,,,,
96,P130196,Glow-worm Energy7 18r boiler 18r,Glow-worm,1360.12,"The Glow-worm Energy7 18R regular boiler, or open vent boiler, is suitable for pairing with your choice of controls, creating the perfect bespoke heating system for your family. Installed with a cylinder for hot water storage, this 18kW wall-mounted boiler is ideal for homes where hot water is in demand. Though offering real heft when it comes to performance, this boiler is lightweight and compact for ease of installation, with a choice of top or rear flue for a convenient retrofit. The Energy7 includes Glow-worm's patented four-sided cooling, reducing stress on the heat exchanger for ErP A-rated efficiency.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Glow-worm Energy7 18r boiler 18r,,Regular boilerHeat generatorUnit mounting bracketFlue adapterGas stopcockGas pipeCondensate discharge hoseMounting templateEnclosed documentation,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/96/NW-130194_130196_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Reg_Oper_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Energy7_Reg_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,,,,,,,,,,,,,,,,
97,P112400,Worcester Bosch Greenstar Ri ERP+ 24Ri LPG regular LPG ErP+ boiler,Worcester Bosch,1185.94,"An ideal selection for small and medium sized homes, including those with low water pressure, the Worcester Bosch Greenstar 24Ri ErP+ LPG regular boiler is compact and simple to install, even as a replacement for an existing unit. ErP A-rated, this compact and efficient frost-protected boiler is compatible with Greenskies solar panels as well as Greenstore cylinders for a full Worcester Bosch system with built-in cost savings and eco-credentials.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Ri ERP+ 24Ri LPG regular LPG ErP+ boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/06/112395_112406_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112400_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,
98,P125234,Ideal Heating Logic 228399 logic plus heat 2 H30,Ideal Heating,1153.93,The Ideal Logic Heat2 boiler is the next evolution of our award-winning Logic range.,Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Heating Logic 228399 logic plus heat 2 H30,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/34/125230_125234_wm.jpg,Natural Gas,,Logic,7 Years,25.1 kg,A,N,A,30 kW,310,No,89.6,Wall Mounted,228399,Boiler,N,For wall mounting<multisep/>Compact size for cupboard fit<multisep/>UK built<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Operated via large high resolution colour screen<multisep/>A-rated for efficiency<multisep/>7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,P116019,Vaillant ecoFIT pure 415 heat only open vent boiler,Vaillant,1401.88,"The compact Vaillant ecoFIT pure 415 heat only boiler is designed for smaller spaces, allowing for easy cupboard fitting in an open vent system. Connected to a storage cylinder this ErP A-rated, 15kW output unit can supply reliable domestic hot water to multiple outlets at once, making it a great choice for those homes where low water pressure is an issue. Compatible with a range of controls, including the vSMART app, and suitable for use in an eco-friendly solar-driven system, the ecoFIT pure can help you to create a greener home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Vaillant ecoFIT pure 415 heat only open vent boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/23/116018_116023_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoFITpure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoFITpr_412435_Instruction.pdf,,,,,,,,,,,,,,,,,,
