,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Pack Quantity,Paintable,Feature 6,Feature 7
89,PF66103,Polypipe 90deg knuckle bend 40mm Grey,Polypipe,3.67,"Suitable for domestic use, this Polypipe knuckle bend with 40mm push-fit connections is made of grey polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 90deg knuckle bend 40mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/03/NW-F66103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PF57921,Geberit HDPE 135deg HDPE branch 160 x 160mm,Geberit,42.92,"Manufactured in high density polyethylene (HDPE), this Geberit HDPE 45° branch fitting with 160mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit HDPE 135deg HDPE branch 160 x 160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/21/NW-F57921_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PF28560,Polypipe Terrain 200 135deg spigot/socket bend 32mm White,Polypipe,6.77,"This Polypipe Terrain 200 soil bend is made of white mPVC-U with 32mm solvent weld connections. Ideal for use where high temperatures and harsh chemicals are used, mPVC-U is recommended as an alternative to ABS in education and healthcare settings, while in residential installations it can be used for boiler discharge and standard waste applications.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe Terrain 200 135deg spigot/socket bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/60/NW-F28560_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,P514551,Wavin Tigris K5 90deg elbow 25mm,Wavin,9.55,"Non-demountable, this Wavin Tigris K5 25mm 90° elbow is part of a cutting edge press-fit system. Offering quick, easy and safe jointing with no need for a hot works permit, Tigris K5 has a unique acoustic leak alert, making it possible to test with air instead of water.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Wavin Tigris K5 90deg elbow 25mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/51/514551_wm.jpg,,,,,,Metallic,25mm,Not Demountable,25 mm,Tigris,25 Years,58 g,N,Elbow,PPSU,-10,n/a,2.5,70,WRAS,3079770,N,Wavin Tigris K5 is a pioneering Pressfit system available in diameters of 16mm to 40mm,Acoustic leak alert whistles if unpressed,PPSU construction,Metal finish,WRAS approved,25 year warranty,,,,
93,PF57707,Geberit HDPE 91.5deg HDPE branch 110 x 56mm,Geberit,8.27,"Manufactured in high density polyethylene (HDPE), this Geberit HDPE 88.5° T branch fitting with 110 x 56 x 110mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit HDPE 91.5deg HDPE branch 110 x 56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/07/NW-F57707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PF57601,Geberit 135deg HDPE bend 90mm,Geberit,4.71,"Ready for welding on both sides, this Geberit HDPE 90mm 135° bend can be fitted using electrofusion for reliable security. Suitable for above ground and below building drainage applications, this fitting can also be used in chemical waste removal systems, land drainage systems and in conventional or siphonic roof drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit 135deg HDPE bend 90mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F57601_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PF02056,Geberit Silent-db20 30deg bend 110mm,Geberit,11.76,"Ideal for use in projects requiring high levels of sound insulation, this Geberit Silent-db20 30° bend is made of mineral-reinforced polyethylene (PE-S2) and offers 110mm solvent weld connections. This fitting is suitable for use in premium residential buildings and hotels as well as in hospitals, retirement and nursing homes.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit Silent-db20 30deg bend 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/56/NW-F02056_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PF57901,Geberit HDPE 135deg HDPE bend 160mm,Geberit,21.49,"Manufactured in high density polyethylene (HDPE), this Geberit HDPE 45° bend with 160mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit HDPE 135deg HDPE bend 160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/01/NW-F57901_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PQ66584,Wavin Osma Waste 5M161W 87.5deg bend 40mm White,Wavin,8.31,"Suitable for interior and exterior use, this Wavin Osma Waste 40mm 87.5° bend, supplied in white, is part of a PVC-C solvent weld waste system designed to withstand high in-service temperatures while resisting UV and offering fire retardant properties.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Wavin Osma Waste 5M161W 87.5deg bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/84/NW-Q66584_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PQ64909,Wavin Osma Waste 90deg spigot bend 32mm Black,Wavin,5.7,"Manufactured in black polypropylene (PP), this Wavin Osma Waste 32mm 90° spigot bend is simple to use, offering fast, reliable push-fit connections to save on both time and cost.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Wavin Osma Waste 90deg spigot bend 32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/09/NW-Q64909_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PF30521,"Polypipe Terrain 200 135deg sweep bend 1.1/2"" White",Polypipe,4.51,"This Polypipe Terrain 200 sweep soil bend is made of mPVC-U with 40mm solvent weld connections. Ideal for use where high temperatures and harsh chemicals are used, mPVC-U is recommended as an alternative to ABS in education and healthcare settings, while in residential installations it can be used for boiler discharge and standard waste applications.","Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe Terrain 200 135deg sweep bend 1.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/21/NW-F30521_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PF57502,Geberit HDPE 91.5deg HDPE bend 75mm,Geberit,4.33,"Made of high density polyethylene (HDPE), this Geberit HDPE 75mm solvent weld pipe is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit HDPE 91.5deg HDPE bend 75mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/02/NW-F57502_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PF03943,Wavin OsmaWeld 135deg spigot bend 40mm White,Wavin,3.34,This Wavin OsmaWeld 40mm 45° spigot bend is manufactured in white ABS and incorporates secure solvent weld connections.,Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Wavin OsmaWeld 135deg spigot bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/43/NW-F03943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PF15172,"Center CB 90deg knuckle bend 1.1/2""",Center CB,3.55,"Made of polypropylene (PP), this Center CB 40mm knuckle bend is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.","Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 90deg knuckle bend 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/72/NW-F15172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PF66553,Polypipe 90deg ABS knuckle bend 50mm White,Polypipe,7.82,"Made of white ABS, this Polypipe 90° knuckle bend with 50mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 90deg ABS knuckle bend 50mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/53/NW-F66553_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PF02022,Geberit Silent-db20 45deg branch 160 x 110mm,Geberit,101.29,"Ideal for use in projects requiring high levels of sound insulation, this Geberit Silent-db20 45° branch fitting is made of mineral-reinforced polyethylene (PE-S2) and offers 160 x 110 x 160mm solvent weld connections. This fitting is suitable for use in premium residential buildings and hotels as well as in hospitals, retirement and nursing homes.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit Silent-db20 45deg branch 160 x 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/23/NW-F02021_F02023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PF57318,Geberit HDPE 135deg HDPE single branch 56 x 56mm,Geberit,4.24,"Manufactured in high density polyethylene (HDPE), this Geberit HDPE 45° branch fitting with 56mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit HDPE 135deg HDPE single branch 56 x 56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/18/NW-F57318_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
