,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 4,Attachment 5,Connection Type,Diameter,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Depth (mm),Material Type,Finish,Weight,Colour,Warranty,Design Type,Shape,Fittings Included
155,P171880,"Fluidmaster Airgap 6000 bottom entry non delayed brass shanked fill valve 1/2""",Fluidmaster,23.17,"Suitable for mains and gravity systems, the Fluidmaster Airgap 6000 series 1/2"" fill valve with brass shank, bottom entry and non-delayed action fills a cistern fast, even at pressures as low as 0.1 bar.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Airgap 6000 bottom entry non delayed brass shanked fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/80/NW-171880_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fluidmaster_Airgap6000_F-Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,P257479,"Center cistern hole stopper 1/2"" Chrome",Center,3.34,"Suitable for 13mm/1/2"" holes, the Center 1/2"" cistern hole stopper covers unwanted holes left behind by float valves. Made of chrome, this stopper is supplied with a locking nut to ensure secure fitting.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Center cistern hole stopper 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/79/257479_wm.jpg,,,N,PPSCHA374429,Cistern Spares,N,Chrome finish,Suitable for 13mm hole,Supplied with locknut,Offers easy fitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PB03471,Thomas Dudley rubber valve sealing washer for niagara,Thomas Dudley,9.31,This Dudley outlet seal is suitable for use with the Dudley Niagara flush valve.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley rubber valve sealing washer for niagara,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/71/NW-B03470_B03471_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Dudley_Bathroom_Product_Pocket_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Dudley_Bathroom_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PB24019,Nabis side entry inlet valve 1/2 air ga,Nabis,16.36,"Easy to both install and use, the Nabis 1/2"" side entry inlet valve with air gap is suitable for use with any side entry cistern. This delayed fill valve offers savings of up to 6L of water each day for a typical family of four.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Nabis side entry inlet valve 1/2 air ga,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/19/B24019_wm.jpg,,,N,10120725,Side entry cistern fill valve to suit requirements of AUK1,N,Delayed fill saves up to 0.4L per flush,Easy height adjustment,Eliminates back-syphoning,With anti-fouling float,,,,"Endurance tested to 200,000 fill cycles",Wide pressure range of 0.1 – 20 bar,180° rotating head for installation into compact cisterns,Complies with WRAS,Reg4 approved to BS1212-4,Meets all AG air gap requirements,,,,,,,,,,,,,,,,,,,,,,,,,
159,PC01023,Masefield Torbeck height adjustable bottom inlet valve,Masefield,24.18,"Easy to install, this Masefield Torbeck quiet filling bottom inlet telescopic part 4 float valve has a brass tail to prevent cross-threading.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Masefield Torbeck height adjustable bottom inlet valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/23/NW-C01023_wm.jpg,,Torbeck,N,367049,Float Valve,N,Equilibrium quiet filling,Reduces water hammer,"1/2"" brass tail",Anti back siphon design prevents contamination of fresh water supply,,,,Fits most cisterns,Manufactured in the UK,Approved to BS 1212 part 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT02638,Ideal Standard Tesi 1 tap hole wall hung bidet,Ideal Standard,268.65,Tesi’s accessible high quality and versatility offer endless and timeless solutions for your perfect home to come to life. Its soft geometric lines and the innovative AquaBlade® flushing technology turn a bathroom into a modern and enjoyable space. Making you fall in love with the beauty of a perfectly functioning dream.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Tesi 1 tap hole wall hung bidet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/38/NW-T02638_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_T350401_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PB24018,Nabis telescopic inlet valve 1/2 air ga,Nabis,16.01,"Easy to both install and use, the Nabis 1/2"" telescopic bottom entry inlet valve with air gap is suitable for use with any bottom entry cistern. This delayed fill valve offers savings of up to 6L of water each day for a typical family of four.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Nabis telescopic inlet valve 1/2 air ga,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/18/B24018_wm.jpg,,,N,10120724,Side entry cistern fill valve to suit requirements of AUK1,N,Delayed fill saves up to 0.4L per flush,Easy height adjustment,Eliminates back-syphoning,With anti-fouling float,,,,"Endurance tested to 200,000 fill cycles",Wide pressure range of 0.1 – 20 bar,Complies with WRAS,Reg4 approved to BS1212-4,Meets all AG air gap requirements,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PB90340,Thomas Dudley Niagara mechanical dual flush outlet flush valve Chrome Plated,Thomas Dudley,33.66,"The Thomas Dudley Niagara mechanical dual flush valve is a suitable replacement part for most ceramic or plastic exposed cisterns with an internal height of 330 - 408mm. With a sleek chrome push button, featuring intuitive full or reduced flush segments, fitted neatly into the cistern lid, this valve is not only easy to use but it makes maintenance effortless too, with no need to disconnect water or dismantle the cistern.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Niagara mechanical dual flush outlet flush valve Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/40/NW-B90340_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PB61070,Nabis Full pan fixing kit,Nabis,14.23,This Nabis horizontal pan fixing kit is designed for use on Nabis toilet pans.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Nabis Full pan fixing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/70/NW-B61070_wm.jpg,,,N,A822086200,Pan Fixing Kit,N,For all Nabis toilet pans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PD40203,ROCA AH0004800R CISTERN FLUSH VALVE D2D,Roca,33.84,"Easy to replace and maintain, this Roca D2D dual flush valve is identified by the threaded top section that the button operating rods attach to.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> ROCA AH0004800R CISTERN FLUSH VALVE D2D,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/03/NW-D40203_wm.jpg,,D2D,N,,Flush Valve,N,Compatible with many Roca suites,D2D identified by the dual threaded top,Often referred to as the New Style valve,318mm height,,,,Easily replaced and serviced,Twist to release valve from cistern cradle,Height adjustable flushing level,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PB94510,"Wirquin Metro Rapid 3-piece round bell syphon 9""",Wirquin,16.49,"The Wirquin Metro Rapid 9"", three piece round siphon offers easy maintenance and replacement with no need to remove cistern via an easy to take out upper section.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Wirquin Metro Rapid 3-piece round bell syphon 9""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/10/NW-B94510_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PB98330,Thomas Dudley Tri-Shell Turbo cistern comes with PT2 brass ball valve,Thomas Dudley,180.83,"Built for durability, the Thomas Dudley Tri-Shell Turbo bottom supply outlet low level cistern is ideal for high traffic areas. This cistern is supplied with a duo flush siphon for full and reduced flushing in low level installations.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Tri-Shell Turbo cistern comes with PT2 brass ball valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/30/B98330_wm.jpg,,Tri-Shell Turbo,N,PTSWHB319113,Cistern,N,Lid held securely in place with metal screws,Strong metal lever or chain pull,Durable high gloss finish,Internal/external overflow warning pipe,,,,Suitable for low level installations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PB97937,"Wirquin Metro Rapid 3-part oblong siphon 8""",Wirquin,16.49,This Wirquin Metro Rapid oblong siphon includes an easy to remove upper section for straightforward maintenance and replacement with no need to remove the toilet cistern.,"Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Wirquin Metro Rapid 3-part oblong siphon 8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/37/NW-B97937_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wirquin_Metro_Rapid_Siphon_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PF47458,MULTIFLUSH DUAL FLUSH VALVE        MFV3C,Marley,62.63,The cable operated Marley Multiflush dual flush valve has an adjustable height internal overflow feature.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> MULTIFLUSH DUAL FLUSH VALVE        MFV3C,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/58/NW-F47458_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Multikwik_Sanitary_Systems_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PB97908,"Masefield Epson standard low level flushpipe 24 x 24"" White",Masefield,3.68,"A Masefield 24 x 24"" standard low-level white PVC flush pipe.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Masefield Epson standard low level flushpipe 24 x 24"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/08/NW-B97906_B97908_wm.jpg,,Epson,N,PTOBEN363703,Flush Pipe,N,High quality white PVC,"24 x 24"" size",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,P171113,Fluidmaster Pro Series flapper valve and handle,Fluidmaster,25.01,"A favourite with professional plumbers, the Fluidmaster Pro Series flapper valve with 1 1/2"" flush outlet and side mounted button provides significant water savings with every flush.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Pro Series flapper valve and handle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/13/NW-171113_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PC93212,Ideal Standard Conceala 2 hose adaptor,Ideal Standard,6.66,The Ideal Standard Conceala 2 float valve adapter is used with inlet valve SV80367 when replacing the SV04667 inlet valve.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Conceala 2 hose adaptor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/12/NW-C93212_wm.jpg,,Conceala 2,N,SV96667,Hose Adapter,N,Suitable for Conceala 2 cisterns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,P171881,"Fluidmaster Airgap 6000 side entry non delayed brass shanked fill valve 1/2""",Fluidmaster,19.69,"Suitable for mains and gravity systems, the Fluidmaster Airgap 6000 series 1/2"" fill valve with brass shank, side entry and non-delayed action fills a cistern fast, even at pressures as low as 0.1 bar.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Airgap 6000 side entry non delayed brass shanked fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/81/NW-171881_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fluidmaster_Airgap6000_F-Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PB03469,Thomas Dudley rubber valve sealing washer for pinto valve,Thomas Dudley,4.84,This Dudley sealing washer is designed for use with Thomas Dudley Pinto flush valves.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley rubber valve sealing washer for pinto valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/69/NW-B03469_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Dudley_Bathroom_Product_Pocket_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Dudley_Bathroom_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PB97736,Macdee overflow washer,Macdee,3.3,This Macdee overflow sealing washer is for use with the M25 flush valve.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Macdee overflow washer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/36/NW-B97736_wm.jpg,,,N,10717748,Sealing Washer,N,For use with Jollyflush flush valve,Also compatible with Nabis cable flush valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,P171882,"Fluidmaster Airgap 6000 bottom entry delayed brass shanked fill valve 1/2""",Fluidmaster,23.55,"Suitable for mains and gravity systems, the Fluidmaster Airgap 6000 series 1/2"" fill valve with brass shank, bottom entry and delayed action fills a cistern fast, even at pressures as low as 0.1 bar.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Airgap 6000 bottom entry delayed brass shanked fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/82/NW-171882_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fluidmaster_Airgap6000_F-Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PB17000,Ideal Standard Accent support bracket assembly,Ideal Standard,156.51,This Ideal Standard Accent support frame with bolts is designed for wall hung toilet pans.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Accent support bracket assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/00/NW-B17000_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Accent_E006067_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PB00306,Viva Sanitary medium slinky-fit WC pan connector,Viva Sanitary,15.5,"The ultra-flexible Viva Sanitary medium slinky-fit flexible toilet pan connector is wire reinforced for unbeatable strength and stability. With the incorporated Smart-Flo design extension tube sediment build-up is prevented, reducing the risk of blockages.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Viva Sanitary medium slinky-fit WC pan connector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/06/B00306_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Viva_Sanitary_PP0002_A_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Viva_Sanitary_PP0002_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PC30661,Ideal Standard extended lever spindle 400mm Chrome Plated,Ideal Standard,77.57,This Ideal standard 400mm extended lever has a chrome-plated finish. It is suitable for use with Conceala cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard extended lever spindle 400mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/61/C30661_wm.jpg,,,N,S4492AA,Extended Lever,N,For use with Conceala cisterns,Chrome finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PB98090,Geberit 240 dual flush valve,Geberit,46.55,"A complete kit, this Geberit Type 240 flush valve set includes gloss chrome dual flush push-buttons and fixings. Suitable for use in ceramic cisterns made by most manufacturers, this universal flush valve is a suitable replacement for an existing Type 230 or Type 240 valve. Offering easy installation, the Type 240 flush valve is adjustable from 305mm to 460mm in height.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Geberit 240 dual flush valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/90/B98090_wm.jpg,,,N,136.909.21.2,Dual Flush Valve Set,N,For ceramic cisterns,Suitable for potable water,"Suitable for greywater (rainwater) with pH value 6.0 – 9.5, if filter system is used",Dual flush operation,,,,Height-adjustable use,6 - 9/3 - 4.5L flush volume set depending on amount of water in cistern,Overflow pipe can be shortened,With lid attachment,Fixings included,With glossy chrome-plated dual flush buttons,Maximum operating temperature of 25°C,,,,,,,,,,,,,,,,,,,,,,,,
180,PD05424,Fluidmaster Euroflo extender pan connector short 200-350mm White,Fluidmaster,12.94,This Fluidmaster short toilet pan connector extension in white offers an additional 200 - 350mm.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Euroflo extender pan connector short 200-350mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/24/NW-D05424_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Fluidmaster_UK_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PB79275,"Cistermiser EasyflushEVO sensor-activated WC dual flush valve 1.5""",Cistermiser,190.3,"Easy to install, the Cistermiser EasyflushEVO sensor-activated WC dual flush valve is suitable for new or retrofit installation. Flushing via sensor, this no-touch flush helps to improve hygiene in commercial toilets.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Cistermiser EasyflushEVO sensor-activated WC dual flush valve 1.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/76/B79275_B79276_wm.jpg,,EasyflushEVO,N,EVO1.5'',WC dual flush valve,N,For commercial WC use,No flush seal below water line,"Will not leak due to debris, scale or scale degradation",Hygienic non-touch sensor activated,,,,Battery and mains power options out the box,,,,,,,,,,,,,,,,,,,,,,390,,,,,,,,
182,PB88505,Ideal Standard pneumatic push button,Ideal Standard,195.7,An Ideal Standard stainless steel pneumatic-type finger push button for flush valves.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard pneumatic push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/05/NW-B88505_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S4489MY_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PB92103,Thomas Dudley Turbo 88 high two part syphon 6-9litre 8inch,Thomas Dudley,23.9,"This Thomas Dudley Turbo 88 high 8"" two part siphon is supplied as standard in Dudley Tri-Shell cisterns and available as an optional extra in many others so it's ideal for retrofit and replacement. With its two part design there's no need to disconnect the water supply or take the cistern apart, simply pull out the siphon body for service in under five minutes.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Turbo 88 high two part syphon 6-9litre 8inch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/05/NW-B92100_B92105_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PD32504,Ideal Standard magnet valve without housing,Ideal Standard,70.98,This Ideal standard magnet valve is provided without housing.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard magnet valve without housing,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/04/NW-D32504_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PB92193,Thomas Dudley Hydroflo telescopic botton inlet valve,Thomas Dudley,18.94,This Thomas Dudley Hydroflo telescopic bottom inlet valve is suitable for low and high pressure water supplies and has been pressure tested from 0.1 - 20 bar.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Hydroflo telescopic botton inlet valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/93/NW-B92193_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
