,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,By Model Number,Feature 1,Attachment 2,For Use With,Attachment 3,Feature 2,Feature 3,Range,Pack Quantity,Dimensions mm (H x W x D),Application
83,P412929,Ideal diverter valve cartridge head,Ideal,108.38,"This Ideal brand cartridge head is for use in the diverter valve of Logic, Logic+, Keston Combi, Independent and I-mini boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal diverter valve cartridge head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/29/412929_wm.jpg,,N,"Code Combi ES 33, ES 24, ESP 30, 24, Combi 35, 0, Code Combi 33, Code Combi 38, E 30, 30, I-mini 24, 24, Code Combi ES 38, 0, ES 30, ESP 24, Combi 30, I-mini 30, C24, Code Combi ES 26, ES 35, C30, C35, E 24, 30, Code Combi 26, E 35, 0, 35, ESP 35, 35",Diverter Valve,"Logic, Logic+, Keston Combi, Independent, I-mini",n/a,177291,Cartridge Head,N,"C30,Combi 30,24,35,E 24,E 35,C35,ES 24,ES 35,E 30,I-mini 30,Code Combi 26,Combi 35,Code Combi 33,I-mini 24,ESP 30,Code Combi ES 38,ESP 35,ESP 24,Code Combi ES 26,Code Combi 38,Code Combi ES 33,30,ES 30",,,,,,,,,,
84,P468482,Ideal 175578 flue manifold top,Ideal,59.4,"An Ideal manifold top for the flue section of Independent, Logic, Keston Combi, Keston System, Esprit, Exclusive, Instinct, Logic+, I-mini, Procombi, Classic, Keston C and iCombi units.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 175578 flue manifold top,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/82/468482_wm.jpg,,N,"System 30, System 15 IE, Combi 35, System 30, Eco 30, Exclusive 35, 0, 24, E 30, 30, Combi 30, Eco 24, I-mini 24, C30, System 24, ESP 24, System 18, System 24 IE, System 30 IE, Exclusive 24, Combi 30, Exclusive 24, I-mini 30, 24, System 30, + System 15,",Flue,"Independent, Logic, Keston Combi, Keston System, Esprit, Exclusive, Instinct, Logic+, I-mini, Procombi, Classic, Keston C, iCombi",H78166,175578,Manifold Top,N,"E 35,E 24,Combi 30,24,35,C,C35,30C,System 18,ES 35,ES 24,I-mini 30,i35,System 15,System 24,Combi 35,Exclusive 24,Exclusive 35,System 30,System 15 IE,System 18 IE,Exclusive 30,30",Genuine Ideal Spare Part,,,,,,,,,
85,P412931,Ideal 177477 domestic hot water pack,Ideal,83.4,"This Ideal domestic hot water pack is for use in the diverter valve section of Logic, Logic+, Keston Combi, Independent and I-mini appliances.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 177477 domestic hot water pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/31/412931_wm.jpg,,N,"ES 30, ESP 30, Max Combi C 30, 24, + C 30, Combi 35, 0, 0, 30, C 24, Code Combi 33, Code Combi 38, Code Combi ES 38, Code Combi ESP1 38, E 30, ES 24, 30, + C 35, C30, C35, 35, Combi C 30, I-mini 30, C24, 24, Code Combi ES 33, Code Combi ESP1 26, E 24, ES",Diverter Valve,"Logic, Logic+, Keston Combi, Independent, I-mini",n/a,177477,Domestic Hot Water Pack,N,"Combi C 35,C 24,C30,Combi 30,35,24,E 24,C35,Code Combi ESP1 26,Code Combi ESP1 38,ES 24,ES 35,E 30,I-mini 30,Code Combi 26,Code Combi 33,I-mini 24,Code Combi ES 38,ESP 24,Code Combi 38,Code Combi ES 33,30,ESP1 24,Code Combi ES",,,,,,,,,,
86,P483409,Ideal plate heat exchanger kit 24kw,Ideal,123.88,"This Ideal plate heat exchanger kit is compatible with Esprit, Exclusive, iCombi, Classic, Instinct, Morco and Procombi boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal plate heat exchanger kit 24kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/09/483409_wm.jpg,,N,"Eco 24, Exclusive 24, i30, i35, Combi 24, 30, 35, GB 24, Eco 30, i24, 24, GB 30, Exclusive 35, Combi 30, Exclusive 30, Exclusive 24, Exclusive 35, Exclusive 30",Heat Exchanger,"Esprit, Exclusive, iCombi, Classic, Instinct, Morco, Procombi",H92243,176467,Heat Exchanger Kit,N,"GB 24,35,Combi 30,24,GB 30,i30,Eco 30,i35,i24,Combi 24,Exclusive 24,Exclusive 35,Exclusive 30,Eco 24,30",,,,,,,,,,
87,P468474,Ideal injector assembly kit,Ideal,43.99,"An Ideal injector assembly kit for Exclusive, Independent, Logic, Logic+, Procombi, iCombi, Instinct, Morco, Esprit, Keston Combi, Keston C, Classic, I-mini and Keston System units.  A pilot injector regulates the velocity at which gas allowed into the boiler’s burner or pilot assembly. This process makes sure that the system uses only the amount of gas necessary, saving on waste.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal injector assembly kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/74/468474_wm.jpg,,N,"Combi 24, Combi 30, Exclusive 30, I-mini 24, System 18, Heat 24, Heat H 12, Heat H 15, Heat H 18, Max Heat H 15, System 18, System 24, + Heat 18, + Heat H 15, + System 30, Exclusive 24, Code Combi ES 33, E 35, Heat 18, Heat H 30, System 15, System 18 IE,",Control Panel,"Classic, Exclusive, I-mini, Independent, Logic, Logic+, Procombi, Morco, Esprit, Instinct, iCombi",n/a,175566,Injector Assembly Kit,N,,,,,,,,,,,
88,P483407,Ideal 176464 expansion vessel kit,Ideal,144.37,"This Ideal expansion vessel kit is a spare part for use in Esprit, Morco, Procombi, Classic, iCombi, Instinct and Exclusive boilers.  A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 176464 expansion vessel kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/07/483407_wm.jpg,,N,"Eco 30, GB 30, Exclusive 35, Combi 24, Eco 24, i30, i35, 30, 35, Exclusive 35, 24, GB 24, Exclusive 24, Exclusive 30, Combi 30, Exclusive 30, i24, Exclusive 24",Expansion Vessel,"Esprit, Morco, Procombi, Classic, iCombi, Instinct, Exclusive",H92240,176464,Expansion Vessel Kit,N,"GB 24,35,24,Combi 30,GB 30,i30,Eco 30,i35,i24,Combi 24,Exclusive 35,Exclusive 24,Exclusive 30,Eco 24,30",,,,,,,,,,
89,P483402,Ideal div valve motor kit,Ideal,74.36,"An Ideal motor kit for installation in the diverter valve section of Classic, Exclusive, Independent, Instinct, Logic, Keston Combi, Procombi, Esprit, I-mini, Logic+, iCombi and Morco boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal div valve motor kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/02/483402_wm.jpg,,N,,Diverter Valve,"Classic, Exclusive, Independent, Instinct, Logic, Keston Combi, Procombi, Esprit, I-mini, Logic+, iCombi, Morco",H92233,176458,Motor Kit,N,"24,Combi 30,E 30,i30,I-mini 30,Eco 30,i35,Code Combi 33,Exclusive 35,ESP 35,Code Combi 38,30,35,C35,ES 35,Code Combi 26,i24,Combi 24,I-mini 24,Exclusive 24,ESP 24,Exclusive 30,Code Combi ES 26,Eco 24,Code Combi",,,,,,,,,,
90,P703127,Ideal return manifold,Ideal,151.23,"An Ideal replacement part, this return manifold is for the diverter valve of Logic Heat, Logic+ Heat, Logic Heat H 30 and Logic Max Heat boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal return manifold,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/27/NW-703127_wm.jpg,,N,Logic Heat 12Logic Heat 15Logic Heat 18Logic Heat 24Logic Heat 30Logic+ Heat 12Logic+ Heat 15Logic+ Heat 18Logic+ Heat 24Logic+ Heat 30Logic Heat H 12Logic Heat H 15Logic Heat H 18Logic Heat H 24Logic Heat H 30Logic Max Heat H30Logic Max Heat H12Logic Ma,Diverter Valve,Logic HeatLogic+ HeatLogic Heat H 30Logic Max Heat,n/a,176049,Return Manifold,N,"Heat 18,Heat 15,Heat 24,Heat 12,Heat 30",Genuine Ideal Spare Part,,,,,,,,,
91,P468450,Ideal plate heat exchanger 35kw,Ideal,104.52,"This Ideal plate heat exchanger kit is compatible with Esprit 2, Independent, Logic, Logic+, Keston Combi, I-mini, Isar and Evo boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal plate heat exchanger 35kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/50/468450_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Code_Combi_Installation.pdf,,,,,,,,,,,,,,,,,,,
92,P483378,Ideal mechanical timer kit,Ideal,90.42,"This Ideal timer kit is compatible with Pro Combi Exclusive, ICombi, Atlantic, Instinct, Exclusive and Classic Combi boilers.  Also known as a clock, timeclock or time switch, the timer allows the boiler's user to control when heating and/or hot water is turned on and off to maximise flexibility and comfort.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal mechanical timer kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/78/NW-483378_wm.jpg,,N,Pro Combi Exclusive 24Pro Combi Exclusive 30Pro Combi Exclusive 35PROMCombi Exclusive 30ICombi i24ICombi i30ICombi i35Atlantic 24Atlantic 30Atlantic 35Instinct 2 24Instinct 2 30Instinct 2 35Instinct 24Instinct 30Instinct 35Exclusive 2 24Exclusive 2 30Exc,Control Panel,Pro Combi ExclusiveICombiAtlanticInstinctExclusiveClassic Combi,n/a,176506,Timer Kit,N,,,,,,,,,,,
93,P412989,Ideal electrode ignition with gasket and screws,Ideal,53.86,"An official Ideal spare, this ignition electrode can be used in Vogue, Vogue Max Combi and Vogue Max System boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal electrode ignition with gasket and screws,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/89/NW-412989_wm.jpg,,N,Vogue C26Vogue C32Vogue C40Vogue S15Vogue S18Vogue S26Vogue S32Vogue C26 GEN 2Vogue C32 GEN 2Vogue C40 GEN 2Vogue Max Combi 26Vogue Max Combi 32Vogue Max Combi 40Vogue Max System 32Vogue Max System 26Vogue Max System 18Vogue Max System 15Vogue S15 GEN 2V,Gas Assembly,VogueVogue Max CombiVogue Max System,n/a,176913,IGNITION ELECTRODE,N,,,,,,,,,,,
94,P462761,Ideal 171441 gas valve,Ideal,150.97,"An official Ideal part, this gas valve kit is suitable for British/Scottish Gas, Classic, Henrad and Optia boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 171441 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/61/462761_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Classic_RS_Installation.pdf,,,,,,,,,,,,,,,,,,,
