,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Hazardous,Pack Size,Pack Type,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Pack Quantity,Attachment 5,Weight,Colour,Physical State / Form,Application,Testing Capability,Battery Life,Power Supply,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Connection Size,Diameter,Length (M),Size
134,PN57864,Duracell Procell AAA battery (Pack of 10),Duracell,4.28,"Made using superior cell design, these Duracell Procell alkaline manganese dioxide AAA batteries meet stringent battery standards, incorporating parts of the ANSI and IEC battery standards for safety and quality. Economically packaged in bulk and individually date-coded for effective inventory management, Procell alkaline batteries are designed in collaboration with manufacturers for effective use in professional devices.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Duracell Procell AAA battery (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/64/NW-N57861_N57864_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Duracell_MN2400_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,P667757,Javac Veto Pro Pac Backpack technicians LT tool bag,Javac,377.22,"Designed for HVAC/R technicians' tools, this Javac Veto Pro Pac Tech Pac LT tool bag is built to withstand harsh working conditions, with tough plastic handles and heavy duty fastenings and zips.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac Backpack technicians LT tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/57/NW-667757_wm.jpg,Veto Pro Pac,N,,,,AX3502,Tool Bag,N,Hinged ergonomic handles,Large tool pockets,56x pockets,Small punch and bit pockets,Small neoprene pockets,,,,,Waterproof base of 3mm polypropylene,Weatherproof body fabric,1800 PVC impregnated denier fabric,5 year zero downtime warranty,,,,,,,,,,,,,,,,,,,0.356,216 (W) mm x 356 mm (D) x 483 mm (H)
136,PN52843,Stadium flexi tub large 40ltr Yellow,Stadium,6.58,"Highly resistant, this Stadium 40L yellow flexi tub ideal for removing builder's rubble and garden waste.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Stadium flexi tub large 40ltr Yellow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/43/NW-N52843_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flambeau_Stadium_Product_Guide_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT60911,"A E Southgate Economy paint brush 1/2""",A E Southgate,1.04,"An A E Southgate Economy 1/2"" paintbrush.","Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> A E Southgate Economy paint brush 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/11/NW-T60911_wm.jpg,Economy,N,,,,C10.5,Paint Brush,N,Size: 1/2 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,P694270,Advanced Engineering AdvancedGel drain unblocker 490ml/8ltrs,Advanced Engineering,44.32,"A heavy duty formula to clear organic and inorganic blockages, Advanced Engineering AdvancedGel DU drain unblocker is compact, lightweight and easy to carry, providing 8L of cleaning power from each pouch.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Advanced Engineering AdvancedGel drain unblocker 490ml/8ltrs,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/70/NW-694270_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_AdvancedGel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_AdvancedGel_DU_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/694270_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,
139,P667755,Javac Veto Pro Pac Classic technicians LC tool bag,Javac,290.41,"Designed for HVAC/R technicians' tools, this Javac Veto Pro Pac Tech LC tool bag is built to withstand harsh working conditions, with tough plastic handles and heavy duty fastenings and zips.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac Classic technicians LC tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/55/NW-667755_wm.jpg,Veto Pro Pac,N,,,,AX3500,Tool Bag,N,Hinged ergonomic handles,Large tool pockets,53x pockets,Small punch and bit pockets,Small neoprene pockets,,,,,Waterproof base of 3mm polypropylene,Weatherproof body fabric,1800 PVC impregnated denier fabric,5 year zero downtime warranty,,,,,,,,,,,,,,,,,,241,0.342,241 mm (W) x 342 mm (D) x 330 mm (H)
140,P601427,Javac Veto Pro Pac Backpack tech pac wheeler,Javac,582.58,"Ideal for the HVAC/R technician, this tough Javac Veto Pro Pac tool bag is ideally sized for storing HVAC/R tools and is designed to withstand challenging working environments. Made with robust plastic handles and heavy duty fastenings and zips, this highly portable bag is built to last.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac Backpack tech pac wheeler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/27/NW-601427_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/601427_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PN57860,Duracell Procell battery 9v (Pack of 10),Duracell,20.03,"Made using superior cell design, these Duracell Procell alkaline manganese dioxide 9V batteries meet stringent battery standards, incorporating parts of the ANSI and IEC battery standards for safety and quality. Economically packaged in bulk and individually date-coded for effective inventory management, Procell alkaline batteries are designed in collaboration with manufacturers for effective use in professional devices.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Duracell Procell battery 9v (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/60/NW-N57860_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Duracell_MN1604_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,P690594,Javac Veto Pro Pac AX3517 pouch service tool bag,Javac,55.92,"Compact yet spacious, this Javac Veto Pro Pac 15 pocket clip-on utility pouch attaches to your tool bag's tape clip or D-ring and holds a small selection of meters, analysers and repair tools, keeping your most used instruments to hand.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac AX3517 pouch service tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/94/NW-690594_wm.jpg,Veto Pro Pac,N,,,,AX3517,Utility Pouch,N,Organise multiple job specific bags,With 15 pockets of various sizes,Heavy duty fastenings and clips,Detachable rubber handles,Nylon plastic connection clips,,,,,Clips onto any model Veto tool bag's tape clip or D-rings,Weatherproof 600-1200 PVC impregnated denier fabric body,5 year zero downtime warranty,,,,,,,,,,,,,,,,,,,,,
143,PN39674,Rodo ProDec carpet protector roll 50mtr x 625mm,Rodo,64.97,"Protecting carpet from dirt and spills, these Rodo 5M carpet protectors are reverse wound, which means they are simply kicked out with no need for an applicator. This film has a light yellow colour, making walkways clear and obvious and when it's no longer needed, the film simply peels away, leaving no sticky residue.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Rodo ProDec carpet protector roll 50mtr x 625mm,,9x carpet protector,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/74/NW-N39673_N39674_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/N39674_Rodo_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,P693175,Javac Veto Pro Pac AX3519 tech pack,Javac,319.79,"Ideal for service calls and small installations, this Javac Veto Pro Pac Tech Pac MC LT backpack style tool bag is designed for technicians carrying a minimum amount of tools and test meters.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac AX3519 tech pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/75/NW-693174_693175_wm.jpg,Veto Pro Pac,N,,,,AX3519,Tool Bag,N,With 33 vertical tool pockets,Neoprene meter pockets,Interior magnetic screw catcher,2x storage bays,4x storage platforms,,,,,Padded EVA thermoformed ergonomic back padding,8 inch electrical tape strap,Grey pockets for better visibility,Upper pockets on front side for extra tool capacity,"Waterproof, abrasion-resistant hard bottom",Waterproof 3mm polypropylene base,,,,,,,,,,D-rings made of powder coated steel,,,,,,,,203 mm (W) x 330 mm (D) x 432 mm (H)
145,P693162,Javac Veto Pro Pac Pouches tool bag,Javac,214.68,"Compact yet spacious, this Javac Veto Pro Pac 31 pocket clip-on utility pouch attaches to your tool bag's tape clip or D-ring and holds a small selection of meters, analysers and repair tools, keeping your most used instruments to hand.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac Pouches tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/62/NW-693162_wm.jpg,Veto Pro Pac,N,,,,AX3522,Tool Bag,N,Organise multiple job specific bags,With 31 pockets of various sizes,Heavy duty fastenings and clips,Detachable rubber handles,Nylon plastic connection clips,,,,,Clips onto any model Veto tool bag's tape clip or D-rings,Weatherproof 600-1200 PVC impregnated denier fabric body,5 year zero downtime warranty,,,,,,,,,,,,,,,,,,,,,400 mm (W) x 330 mm (D) x 150 mm (H)
146,P693161,Javac Veto Pro Pac Pouches tool bag,Javac,208.23,"Compact yet spacious, this Javac Veto Pro Pac 11 pocket clip-on utility pouch attaches to your tool bag's tape clip or D-ring and holds a small selection of meters, analysers and repair tools, keeping your most used instruments to hand.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac Pouches tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/61/NW-693161_wm.jpg,Veto Pro Pac,N,,,,AX3521,Tool Bag,N,Organise multiple job specific bags,With 11 pockets of various sizes,Heavy duty fastenings and clips,Detachable rubber handles,Nylon plastic connection clips,,,,,Clips onto any model Veto tool bag's tape clip or D-rings,Weatherproof 600-1200 PVC impregnated denier fabric body,5 year zero downtime warranty,,,,,,,,,,,,,,,,,,,,,370 mm (W) x 280 mm (D) x 160 mm (H)
147,P620534,Arctic Hayes Protection carpet protector 600 x 25mtr,Arctic Hayes,16.37,"Supplied in a long-lasting 25M roll, this Arctic Hayes 600mm self-adhesive floor protector is ideal for keeping carpets clean and stain-free during DIY or maintenance. Backed with easy-peel adhesive, this reliably tough polythene film adheres to carpets well without pulling up pile when it's removed. This adhesive floor protector is not suitable for use on wood floors.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Arctic Hayes Protection carpet protector 600 x 25mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/34/620534_wm.jpg,Protection,N,,,,CP1,Carpet Protector,N,25M roll,Self adhesive,Ideal for home decorating and DIY,Super-tough polythene construction,Protects carpets from dirt and spills,,,,,Easy-peel removal,,,,,,,,,,,ideal for protecting carpet during DIY or maintenance work. Easy-peel adhesive is strong enough to stick to carpets and stay in place during work without damaging pile when removed. Not suitable for use on hard floors.,,,,,,,,,,,,
148,P690590,Javac Veto Pro Pac AX3513 service tool bag,Javac,225.23,"Made of tough, weatherproof material, this Javac Veto Pro Pac 254 x 210 x 360mm tool bag includes robust plastic handles, heavy duty fastenings and zips and a range of pockets in different sizes. Designed for HVAC/R technicians, this tool bag is designed to contain the appropriate tools and withstand heavy use in challenging environments.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac AX3513 service tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/90/NW-690590_wm.jpg,Veto Pro Pac,N,,,,AX3513,Tool Bag,N,Tough plastic handles,Heavy duty fastenings and zips,Hinged ergonomic handles,With 44 pockets,Large tool pockets,,,,,Small punch and bit pockets,Small neoprene pockets,Waterproof base made of 3mm polypropylene,Weatherproof 1800 PVC impregnated denier fabric body,5 year zero downtime warranty,,,,,,,,,,,,,,,,,,,
149,P625004,Aspen Pumps 5300 lumen multi-battery site light,Aspen Pumps,208.09,"The MTB-5300 is a powerful 5300 Lumen LED site light that supports batteries from Milwaukee, De Walt, Metabo and Makita, as well as mains power. Constructed from super tough nylon and with an IK07 and IP65 rating, it's built to withstand tough environments. It has an easy carry grip handle with a strudy rotating base and includes incredible features like built in powerbank and charge LED indicators.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Aspen Pumps 5300 lumen multi-battery site light,,"Site Light;4x Battery adaptors (Milwaukee, DeWalt, Makita & Metabo);5 metre heavy duty 24V-2.7A charger/power lead;Sticker;QR Code Manual card",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/04/625004_wm.jpg,,N,,,238 x 257 x 181mm,MTB-5300,Site Light,N,5300 lumen 50W 6500K COB LED,Dual Power - rechargeable & mains powered,"Takes up to 20V 6.0Ah batteries from Milwaukee, DeWalt, Makita & Metabo - 4 adapters included",Secure battery compartment cover (note: larger 6.0Ah batteries may need to be used without cover),Super tough heavy duty nylon construction,,,,,Easy carry rubber grip handle,Rotating stand with holes for attaching tripod/magnet,4 x dim settings: 650 / 1350 / 2700 / 5300 lumen,Memory Switch - remember last mode used,Safety automatic switch-over from mains to battery in the event of power failure,2A USB Powerbank - works with any battery Installed,,,,,,,,,,4 x Battery level & charging indicators,"Comes with 5 metre heavy duty 24V-2.7A H05RN-F charger/power lead (includes UK, EU, US & AU plugs)",Unilite 14.8V 5.2Ah battery available to purchase separately (NOTE: Only Unilite battery can be charged via the lamp),,,,,,
150,P231583,Procell intense AAA pack of 10,Procell,3.5,"This handy pack of Procell Intense AAA high performance, high drain batteries contains ten units.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Procell intense AAA pack of 10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/66/N66966_wm.jpg,,N,,,106 x 48 x 14 mm,231583 PK,AAA,N,Pack of 10,High performance,Alkaline-type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,P231582,Procell intense AA pack of 10,Procell,3.5,"This handy pack of Procell Intense AA high performance, high drain batteries contains ten units.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Procell intense AA pack of 10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/65/N66965_wm.jpg,,N,,,74 x 54 x 30 mm,231582 PK,AA,N,Pack of 10,High performance,Alkaline-type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,P231567,Uniwipe Ultragrime Pro Pro Multuse Xxl+C/Wipes 100Pk,,10.0,"From paint and ink to oil and grease, whatever the substance Uniwipe Multiuse XXL Clothwipes can clean it up. These powerful, large size wet wipes are extremely strong and feature a formula that's capable of clearing away even the toughest of messes. Environmentally friendly and kind to your hands, XXL Clothwipes won't deteriorate while you scrub. They'll also stay wet for over an hour out of the packet and for several days if the pack's left open, minimising waste and cost.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Uniwipe Ultragrime Pro Pro Multuse Xxl+C/Wipes 100Pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/45/500745_wm.jpg,,N,,,,231567 PK,,N,Pack of 100,Large 380 x 250mm size,Super strong cloth-like fabric,Stays wet for over an hour out of the pack,Won’t dry out when lid is left open for days,,,,,3-in-1 action for efficient cleaning,"Removes grease, paint, silicone, uncured PU foam and adhesives",Recyclable packaging contains over 77% less plastic than regular tubs,Dispenses 1 wipe at a time,Safe for all surfaces,Dermatologically tested,,,,,,,,,,Alcohol-free vitamin E and aloe extract formula,,,,,,,,
