,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Part Gas Council number,Attachment 1,By Model Number,Body Material,Attachment 2,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Pack Quantity,Range,Attachment 3,Range For Use With,Weight,Warranty,Depth (mm),Flue Type,Flue Diameter,Flue Length,Flue Size,For Use With
173,P498989,Vaillant pressure sensor,Vaillant,28.41,"A Vaillant pressure sensor for use in ecoMAX VUW (condensing), THERMOcompact VU (fan-assisted), ecoMAX VU (condensing) and TURBOmax VUW (fan-assisted) appliances.  Pressure sensors control internal water, gas and air pressure inside a boiler or closed system.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant pressure sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/89/498989_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_TURBOmax_Pro-Plus_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,P475934,Vaillant 252805 NTC sensor,Vaillant,22.52,"This Vaillant NTC sensor is compatible with ecoMAX VU (condensing), ecoMAX VUW (condensing), THERMOcompact VC (fan-assisted), THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), VC-VCW (conventional flue), COMBIcompact VCW (conventional flue), THERMOcompact VC (conventional flue), aquaPLUS VUI (fan-assisted), COMBIcompact VCW (fan-assisted), THERMOcompact VC-VCW (balanced flue) and VC-VCW (balanced flue) boilers.  The sensor or thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 252805 NTC sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/34/475934_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_Turboblock_Turbotop_Parts.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_TURBOmax_Pro_28_2E_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,P501523,Vaillant 0020081567 condensate trap,Vaillant,22.71,"A replacement condensate trap for Vaillant ecoMAX VU (condensing), ecoTEC VUW (condensing), ecoMAX VUW (condensing) and ecoTEC VU (condensing) boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020081567 condensate trap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/23/501523_wm.jpg,N,"ecoMAX 618 VU 196 E-C, ecoMAX 622 E VU 246 E-C, ecoMAX 635E VU 356-C, ecoTEC exclusive 832 VUW 326/4, ecoMAX 828 VUW 286 E-C, VU 466/4-5 A, ecoMAX 618/2 E VU 186/2-C, ecoMAX 622/2E VU 226/2-C, ecoMAX 646 VU 466-7, ecoMAX 635 VU 356/2-C, ecoMAX 824 VUW 24",Heat Exchanger,"ecoMAX VU (condensing), ecoTEC VUW (condensing), ecoMAX VUW (condensing), ecoTEC VU (condensing)",0020081567,Condensate Trap,N,,,"ecoMAX 618 VU 196 E-C,ecoMAX,VU 466/4-5,ecoMAX 622/2E VU 226/2-C,ecoMAX 835 E VUW 356-C,ecoMAX 613 VU 126 E-C,ecoMAX 613/2 E VU 126/2-C,ecoMAX 824/2 E VUW 246/2-C,ecoMAX 618/2 E VU 186/2-C,ecoMAX 635 VU 356/2-C,ecoMAX 646 VU 466-7,ecoMAX 622 E VU 246 E-C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,P106424,Varem Extravarem LC expansion vessel (potable) 12Ltr,Varem,70.92,"The Varem Extravarem LC 12L expansion vessel is suitable for use in heating, chilled and potable water. It has a carbon steel body for robustness and a white epoxy polyester paint finish. The vessel's operating temperature ranges from -10°C to + 99°C while its precharged pressure is set at 3.5 bar. Most Extravarem vessels include a fixed membrane and crimped stainless steel flange.  A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Varem Extravarem LC expansion vessel (potable) 12Ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/24/106424_wm.jpg,N,,,,634-147-0125,,N,,,,,,,,,,,,,,,,,,,,,,,,,Extravarem LC,,,,,,,,,,
177,P501215,Vaillant 0020010297 pipe,Vaillant,44.85,"A Vaillant pipe for use in ecoTEC VU (condensing), ecoTEC VUI (condensing), ecoTEC VUW (condensing) and Guernsey/Jersey only appliances (condensing) boilers.  In a boiler pipework either allows water or gas into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020010297 pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/15/501215_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTECpls824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,P476224,Vaillant 022736 connection tube,Vaillant,38.2,"An official Vaillant part, this connection tube is for use in the heat exchanger of ecoMAX VU (condensing) and ecoMAX VUW (condensing) boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 022736 connection tube,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/24/476224_wm.jpg,N,"ecoMAX 618/2 E VU 186/2-C, ecoMAX 824/2 E VUW 246/2-C, ecoMAX 613/2 E VU 126/2-C, ecoMAX 622/2E VU 226/2-C, ecoMAX 828/2 E VUW 286/2-C, ecoMAX 835 E VUW 356-C",Heat Exchanger,"ecoMAX VU (condensing), ecoMAX VUW (condensing)",022736,Connection Tube,N,,,"ecoMAX 828/2 E VUW 286/2-C,ecoMAX 622/2E VU 226/2-C,ecoMAX 835 E VUW 356-C,ecoMAX 613/2 E VU 126/2-C,ecoMAX 824/2 E VUW 246/2-C,ecoMAX 618/2 E VU 186/2-C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,P475726,Vaillant pressure differential switch,Vaillant,40.06,"A Vaillant pressure differential switch for the pressure relief valve of THERMOcompact VU (fan-assisted) and TURBOmax VUW (fan-assisted) boilers.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant pressure differential switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/26/475726_wm.jpg,N,"VU 182 E, VU 242 E, VU 282 E, VU 282/1 E, VUW 242 E, VU 182/1 E, VUW 242/1 E, VUW 282/1 E, VU 142/1 E, VUW 282 E, VU 242/1 E",Fan Combustion Chamber,"THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted)",151041,Pressure Differential Switch,N,,,"VU 182/1 E,VUW 282/1 E,VU 182 E,VU 242/1 E,VUW 242/1 E,VU 282/1 E,VU 142/1 E,VU 282 E,VUW 282 E,VU 242 E,VUW 242 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,P409144,Vaillant chamber gasket,Vaillant,55.49,"A Vaillant spare part, this cover gasket is for use in the combustion chamber of ecoTEC VU (condensing) boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant chamber gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/44/409144_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTECplusVU8061206R2_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,P501450,Vaillant 0020025045 connection tube,Vaillant,23.02,"An official Vaillant part, this connection tube is for use in the heat exchanger of ecoTEC VU (condensing), ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020025045 connection tube,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/50/501450_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,P475948,Vaillant hall sensor,Vaillant,27.88,"This Vaillant hall sensor is compatible with TURBOmax VUW (fan-assisted), ecoMAX VUW (condensing) and aquaPLUS VUI (fan-assisted) boilers.  The sensor or thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant hall sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/48/475948_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_Turboblock_Turbotop_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,P501366,Vaillant 179030 filter,Vaillant,8.3,"A filter for the pipework of Vaillant's Guernsey/Jersey only (condensing), ecoFIT VUW (condensing), ecoTEC VU (condensing), ecoTEC VUW (condensing), Home (condensing) and ecoTEC VUI (condensing) boilers.  In a boiler pipework either allows water into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 179030 filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/66/501366_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,P107918,"Vaillant fittings pack, set service valve",Vaillant,97.4,"This Vaillant set service valve fittings pack is compatible with ecoTEC boilers.  Usually situated underneath heating appliances, the isolation or service valve lets the user regulate the flow of gas and water into a central heating system. It also allows the user to stop the flow in case of a leak or emergency.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.","Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant fittings pack, set service valve",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/18/107918_wm.jpg,N,,N/A,ecoTEC,0020059560,Set Service Valve,N,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
