,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 4,Attachment 5,Colour,Diameter,Material,Size,Connection Type,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Connection Type 1,Depth (mm),Material Type,Warranty,Finish,Weight,Dimensions mm (H x W x D),Design Type,Shape,Fittings Included
101,PC50270,"Wirquin long/solid sink waste 1 1/2"" Chrome Plated",Wirquin,11.03,A Wirquin long/solid sink waste with chrome finish.,"Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Wirquin long/solid sink waste 1 1/2"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/70/NW-C50270_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Macdee_Brassware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PC92734,Ideal Standard Nuastyle single lever basin thermal index kit,Ideal Standard,14.15,"Allowing for the easy replacement of Ideal Standard basin parts, this Ideal Standard Nuastyle thermostatic basin index kit is suitable for use with Nuastyle single lever bathroom sinks.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Nuastyle single lever basin thermal index kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/34/NW-C92734_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik21_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PB98088,Geberit 380AG fill valve,Geberit,23.64,"Easy and quick to install, this Geberit Type 380AG fill valve is compatible with Geberit concealed cisterns manufactured since 1999 meaning there's no need to completely replace a cistern just because of a broken fill valve.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Geberit 380AG fill valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/88/B98088_wm.jpg,,,N,244.595.00.1,Type 380AG Fill Valve,N,For Geberit concealed cisterns,suitable or Geberit Monolith sanitary modules,"Suitable for greywater (rainwater) with pH value 6.0 – 9.5, if filter system is used",For potable water use,,,,Offers adjustable filling height,With threaded brass nipple,Water supply connection on left/right,Backflow prevention type AG (free outlet with overflow),Flow pressure 0.1 - 10 bar,Maximum storage temperature 40°C,Maximum operating temperature of 25°C,"Fulfils requirements in accordance with BS 1212-4:2016, WRAS Section 2075",,,,,,,,,,,,,,,,,,,,,,,,
104,PB79702,"Thomas Dudley BBS Auto Syphons auto syphon for 3 gallon cisterns 1.1/4""",Thomas Dudley,16.86,"A Masefield automatic siphon for 1 1/4"" cisterns.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley BBS Auto Syphons auto syphon for 3 gallon cisterns 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/02/NW-B79702_wm.jpg,,BBS Auto Syphons,N,PURAUT364953,Automatic Syphon,N,"For 3 gallon, 1 1/4"" cisterns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,
105,PA05442,Nabis Regal 8053 spare cartridge (Pair),Nabis,7.07,"This pair of Nabis Regal cartridges is designed for use with A05404 basin taps, A05405 bath taps, the A05402 deck-mounted bath filler and the A05403 deck-mounted bath/shower mixer.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Nabis Regal 8053 spare cartridge (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/42/A05442_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PD01504,"Siamp Compact 99T 0.5"" telescopic brass bottom inlet",Siamp,22.95,"Quiet in operation, the Siamp Compact 99T bottom inlet valve with 1/2"" brass end connection includes a hydraulic closure and adjustable water level with anti-backflow. Easy to maintain, this valve is suitable for use as a replacement or new installation.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Siamp Compact 99T 0.5"" telescopic brass bottom inlet",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/04/NW-D01504_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siamp_Compact_99T_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Siamp_Product_Catalogue_2014.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siamp_Compact_99T_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PC01022,Masefield Torbeck side inlet float valve,Masefield,16.85,"Easy to install, this Masefield Torbeck quiet filling side inlet telescopic part 4 float valve has a brass tail to prevent cross-threading.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Masefield Torbeck side inlet float valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/22/NW-C01022_wm.jpg,,Torbeck,N,367045,Float Valve,N,Equilibrium quiet filling,Reduces water hammer,"1/2"" brass tail",Anti back siphon design prevents contamination of fresh water supply,,,,Fits most cisterns,Manufactured in the UK,Approved to BS 1212 part 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PC92751,"Ideal Standard SE tap ceramic disc internals pack 1/2""",Ideal Standard,46.86,"An Ideal Standard SE 1/2"" ceramic disc cartridge.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard SE tap ceramic disc internals pack 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/51/NW-C92751_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PA05104,Center H5134 tap reviver lever head 3/4 (1 pair),Center,16.17,"An easy update for old or broken taps, this pack of two Center CB 3/4"" bath tap revivers with lever heads is suitable for BS5412 and BS1010 bathroom taps. With no need to disturb existing plumbing, tap revivers are a fast fix for tired bathrooms.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Center H5134 tap reviver lever head 3/4 (1 pair),,2x 3/4 Tap reviver with lever head,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/04/A05104_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/A05104 - Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/ad/A05104 TDS Center tap reviver lever head.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PD00599,Salamander HomeBoost homeboost fittings kit 15mm or 22mm,Salamander,28.2,"Helping to improve efficiency, this Salamander HomeBoost fitting kit makes fitting a Salamander HomeBoost Intelligent pump easy. Containing connectors, adapters and washers, this kit can also be used to simplify the process of servicing.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Salamander HomeBoost homeboost fittings kit 15mm or 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/99/D00599_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/HomeBoost_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HOMEBOOST_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PB82902,Center CB non cranked toilet seat hinge Stainless Steel,Center CB,20.55,A Center CB non-cranked toilet seat hinge in robust stainless steel.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Center CB non cranked toilet seat hinge Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/02/NW-B82902_wm.jpg,,,N,20120547,Hinge,N,Non-cranked,Stainless steel,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,,,,,Stainless Steel,,,,,,,
112,PB92117,"Thomas Dudley Turbo S44R syphon 7/9ltr 203mm 8""",Thomas Dudley,33.95,"Suitable for high and low level use, the Thomas Dudley Turbo S44R 8"" two part siphon can be used as a replacement in most lever operated ceramic or concealed cisterns. The two part design of this smart siphon makes maintenance easy, simply lifting out with no need to turn off water and take the cistern apart, meaning that servicing can be completed in five minutes.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Turbo S44R syphon 7/9ltr 203mm 8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/17/NW-B92117_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PB90523,Thomas Dudley Flush Buttons round dual flush pneumatic push button 51mm Chrome Plated,Thomas Dudley,32.77,A Thomas Dudley dual flush button with polished chrome finish.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Flush Buttons round dual flush pneumatic push button 51mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/23/NW-B90523_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PC90013,Ideal Standard shower flow regulator 6LPM,Ideal Standard,6.83,"Designed to save on water, this Ideal Standard 6LPM shower outlet flow regulator provides simple installation into new or existing shower valves.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard shower flow regulator 6LPM,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/14/NW-C90013_C90014_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_L6959_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PA05470,Nabis Regal 8155 spare cartridge (Pair),Nabis,12.48,"This pair of Nabis Regal tap cartridges is compatible with A05434 basin taps, the A05437 bath filler and the A05438 bath/shower mixer.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Nabis Regal 8155 spare cartridge (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/70/A05470_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PB97708,"Wirquin Metro Rapid 3 part syphon 6/9litre 9""",Wirquin,16.49,This Wirquin Metro Rapid oblong siphon includes an easy to remove upper section for straightforward maintenance and replacement with no need to remove the toilet cistern.,"Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Wirquin Metro Rapid 3 part syphon 6/9litre 9""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/08/NW-B97708_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wirquin_Metro_Rapid_Siphon_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PB12982,"Siamp Dudley side entry compact float valve 3.8""",Siamp,26.57,"A Siamp 3.8"" compact side entry float valve.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Siamp Dudley side entry compact float valve 3.8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/82/B12982_wm.jpg,,Dudley,N,367037,Float Valve,N,3/8” inlet,Brass Tail,WRAS Approved,BS1212 Part 4 Equilibrium Quiet Filling,,,,Anti-siphon design prevents contamination of fresh water supply,Compact - float supplied,Easy to install,10 Year Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PB12978,"Dudley Hydroflo compact float water saving pedestal inlet valve 8.5""",Dudley,23.75,"Suitable for plastic or ceramic exposed or concealed cisterns, this Dudley Hydroflo 216mm air gap compact float valve is a handy replacement part. A compact delay fill model, this float helps to save on water by only allowing for cistern refill after flushing completes. Uniquely designed, the incorporated float arm ensures the float won't detach under any circumstances.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Dudley Hydroflo compact float water saving pedestal inlet valve 8.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/78/NW-B12978_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Dudley_Hydroflo_Inlet_Valves_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Dudley_Hydroflo_Inlet_Valves_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PD81444,"Ideal Standard Crescent finger push button, pneumatic dual flush",Ideal Standard,22.57,"Offering a smart modern design, this Ideal Standard Crescent pneumatic dual flush push button is intended to complement Conceala 2 cisterns.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Crescent finger push button, pneumatic dual flush",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/44/D81444_wm.jpg,,,N,S1084AA,push button,N,Suitable for Conceala 2 pneumatic cistern,Push-button actuation,Dual flush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PB12979,"Dudley Hydroflo compact float water saving pedestal inlet valve 9.5""",Dudley,20.5,"This Dudley Hydroflo float valve is a compact, water saving design for a 9.5"" pedestal inlet valve.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Dudley Hydroflo compact float water saving pedestal inlet valve 9.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/79/B12979_wm.jpg,,Hydroflo,N,PSPBVH370911,Float Valve,N,Stylish chrome plated pushbutton sits neatly in the cistern lid and incorporates easily recognisable segments for full and reduced flushes,Bayonet fitting enables valve body to be simply removed from the cistern,Maintenance can then be carried out in minutes without disconnecting the water supply or dismantling the cistern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PJ57814,Twyford Total total install fixing kit,Twyford,36.32,"This Twyford Total installation kit comes complete with a basin bracket for 550, 600 and 650mm wash basins.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Twyford Total total install fixing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/14/NW-J57814_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_Total_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PJ89102,Ideal Standard side action lever Chrome Plated,Ideal Standard,14.43,"Made of robust plastic, this Ideal Standard cistern lever with chrome-plated finish is compatible with the Montana toilet cistern.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard side action lever Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/02/NW-J89102_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PE08388,Ideal Standard Category 5 B1363 hose ring for shr kit ch rail fix cat 5,Ideal Standard,28.99,"Suitable for use with slide rail shower kits, this Ideal Standard Category 5 B1363 plastic hose retainer helps to keep a hand spray shower from moving around during use. Finished with a smart chrome plating, this retainer helps bathrooms to meet water regulations by preventing back siphonage in category 5 installations. This regulation stipulates that mechanical hydraulic protection devices should not be used, so the physical air gap the retainer creates is a useful side effect.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Category 5 B1363 hose ring for shr kit ch rail fix cat 5,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/88/NW-E08388_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IStandardCategory5_HoseRetainer_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PB90522,Thomas Dudley Dudley kit w for upto wall duct 130mm Chrome Plated,Thomas Dudley,22.74,This Thomas Dudley lever assembly with lift arm kit is suitable for walls and ducts up to 130mm.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Dudley kit w for upto wall duct 130mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/22/NW-B90522_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
