,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Quantity,For Use With,Attachment 2,Attachment 3,Attachment 4,Range
73,P439916,Glow-worm display,Glow-worm,131.22,"This Glow-worm printed circuit board is a genuine spare part for Ultracom2 boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm display,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/16/439916_wm.jpg,,N,"18 SXi, 30 SXi, 24 CXi, 12 SXi, 35 CXi, 30 CXi",Control Panel,Ultracom 2,740138,,0020191787,Display PCB,N,,,,,,,,
74,P443756,Glow-worm flue hood front seal,Glow-worm,13.34,"A Glow-worm brand seal for the heat exchanger of Flexicom, British Gas and Ultimate boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm flue hood front seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/56/443756_wm.jpg,,N,"BG330+, 24HX, 18HX, 24H, 30SX, 35HX, 24CX, 15HX, 18SX, 30HX, 30CX, 12HX, 35CX",Heat Exchanger,"British Gas, Flexicom, Ultimate",H42739,"35CX,18HX,24CX,15HX,30CX,35HX,24HX,24H,12HX,BG330,30SX,30HX,18SX",0020020721,Seal,N,,,,,,,,
75,P410639,Glow-worm motor 3 way valve TM3HR,Glow-worm,129.72,"A genuine Glow-worm spare, this 3-way valve is suitable for use in Ultracom2, Xtramax and Energy boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm motor 3 way valve TM3HR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/39/410639_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow-worm_Xtramax_HE_Installation.pdf,,,,,,,,,,,,,,,,,
76,P485895,Glow-worm interface card printed circuit board,Glow-worm,46.42,"This Glow-worm interface board is suitable for use in C-CI, CXI, HXI, SI, Xeon, Xtramax, British Gas and Eden boilers.  The control centre of a boiler, the printed circuit board (PCB), or interface board, monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm interface card printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/95/485895_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow-worm_24_30_38_CXI_Installation.pdf,,,,,,,,,,,,,,,,,
77,P486851,Glow-worm gasket kit,Glow-worm,50.53,"This useful gasket kit is designed for the heat exchanger of Glow-worm Easicom, Energy, Energy 7, Sustain, Ultimate 2, Betacom, Essential, Home, Ultimate 3 and Energy 2 boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm gasket kit,,"Graphite seal, silicone seal, screws, nuts, instruction sheet",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/51/486851_wm.jpg,,N,"Easicom 2 28, Easicom 3 28c, 12s, 15s, 25c, 15r, 18r, 35c, 35c, Betacom 4 30C, 24c, 30r, 25s, Betacom 3 30C, Easicom 2 24, 15r, 30c, 30r, 28c, 35c, 12r, 15r, 25r, Ultimate 3 25s, Ultimate 3 35c, 12r, 18s, 12r, 25c, 25r, 30s, 25r, 18r, Betacom 3 24C, Beta",Heat Exchanger,EasicomEnergyEnergy 7SustainUltimate 2BetacomEssentialHomeUltimate 3Energy 2,J27508,,0020195512,Gasket Kit,N,,,,,,,,
78,P441796,Glow-worm 0020053616 air pressure switch,Glow-worm,62.72,"This Glow-worm air pressure switch is designed for use in Micron boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020053616 air pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/96/441796_wm.jpg,,N,"60FF, 60FF, 80FF, 80FF",Fan Combustion Chamber,Micron,722273,"60FF,80 FF",0020053616,Pressure Switch,N,,,,,,,,
79,P479513,Glow-worm main printed circuit board,Glow-worm,326.15,"This Glow-worm printed circuit board is a genuine spare part for Betacom boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm main printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/13/479513_wm.jpg,,N,"Betacom 30C, Betacom 24C",Control Panel,Betacom,722366,"Betacom 30C,Betacom 24C",0020061654,Printed Circuit Board,N,,,,,,,,
80,P443724,Glow-worm harness,Glow-worm,39.57,"A Glow-worm wiring harness suitable for use in Flexicom boilers.  These groups of wires are designed to give the PCB complete control over the boiler's processes and safety protocols.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm harness,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/24/443724_wm.jpg,,N,"35CX, 24CX, 30CX",Control Panel,Flexicom,H43165,,0020014162,Wiring Harness,N,,,,,,,,
81,P486221,Glow-worm 0020197555 flow sensor,Glow-worm,37.45,"This Glow-worm sensor is designed for use in the control panel of Betacom, Essential, Energy 7, Ultimate 3, Easicom, MicraCom, Energy, Home, Ultimate 2, Energy 2 and Sustain units.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020197555 flow sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/21/486221_wm.jpg,,N,"Betacom 4 24C, 24c, Betacom 4 30C, 30c, 35c, 28c, Ultimate 3 35c, Easicom 2 28, 24c, 25c, 35c, 30c, 35c, Ultimate 3 30c, Betacom 3 24C, Betacom 3 30C, Easicom 3 24c, 28c, Easicom 2 24, 30c P, 24c P, 25c, 25c, 25c, 35c, 30c, Easicom 3 28c, 30c, 35c, 30c",Control Panel,BetacomEssentialEnergy 7Ultimate 3EasicomMicraComEnergyHomeUltimate 2Energy 2Sustain,J27571,,0020197555,Flow Sensor,N,,,,,,,,
82,P479507,Glow-worm switch - low water pressure,Glow-worm,55.84,"This Glow-worm pressure switch is suitable for installation in Betacom boilers.  A pressure switch controls internal pressure in boilers and closed systems.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm switch - low water pressure,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/07/479507_wm.jpg,,N,"Betacom 30C, Betacom 24C",Fan Combustion Chamber,Betacom,724589,"Betacom 30C,Betacom 24C",0020061607,Pressure Switch,N,,,,,,,,
83,P441506,Glow-worm overheat thermostat,Glow-worm,46.38,"This Glow-worm thermostat is designed for Economy, Fuelsaver, Fuelsaver UFB and Economy Plus boilers.  The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm overheat thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/06/441506_wm.jpg,,N,"30, 30R MK2, 50BR MK2, 60R MK2, 40B, 75B, 50, 60, 24B, 50B, 50C, 75C, 40R MK2, 60B, 30C, 60BR MK2, 30B, 40B, 40C, 60C, 75C, 30BR MK2, 50B, 24, 40BR MK2, 75R MK2, 40, 50C, 60B, 60C, 30B, 30C, 75BR MK2, 40C, 75B, 50R MK2",Flue,"Economy, Fuelsaver, Fuelsaver UFB, Economy Plus",313064,"60R MK2,24B,24,30B,40 B,30C,50B,40 C,60B,50C,60C,30R MK2,75R MK2,50,30BR MK2,40BR MK2,30,75BR MK2,60BR MK2,50BR MK2,75B,75C,50R MK2,40R MK2,60,40",2000800014,Thermostat,N,,,,,,,,
84,P485885,Glow-worm thermistor assembly,Glow-worm,51.31,"A Glow-worm brand thermistor and lead suitable for Eden and CXI appliances.  The thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm thermistor assembly,,ThermistorLead,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/85/485885_wm.jpg,,N,"Cb, 30CXI, 38CXI, 24CXI",Control Panel,"Eden, CXI",E88860,"30CXI,38CXI,24CXI,Cb",2000801726,Thermistor,N,,,,,,,,
85,P443734,Glow-worm 0020014174 flow sensor,Glow-worm,43.44,"A Glow-worm pressure sensor or switch for Ultracom and Flexicom boilers.  Pressure sensors control internal water, gas and air pressure inside a boiler or closed system.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020014174 flow sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/34/443734_wm.jpg,,N,"30CXi, 35CX, 30CX, 24CXi, 30CX, 24CX, 38CXi, 24CX",Control Panel,UltracomFlexicom,H43155,"24CX,35CX,30CXI,30CX,38CXI,24CXI",0020014174,Sensor,N,,,,,,,,
