,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Connection Size,Connection Type,Diameter,Operating Temperature,Range,Hazardous,Approvals,Equal / Unequal,Angle,End Connection A size,End Connection C size,Gender,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,End Connection B size,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Colour,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Wall Thickness (mm),Weight,Material Type,Grade,Min Outlet Pressure,Max Outlet Pressure,Connection Gender,Standards,Attachment 10,Connection Size (mm),Actuator Type,Handle Type,Number of Ports,Operator Type,Seal Material
485,PR75025,Pegler VSH XPress 90deg street elbow 42mm Stainless Steel,Pegler,38.3,"Made of stainless steel, this VSH Xpress SS12S 42 x 42mm 90° street elbow includes press-fit x male insertion end connections. Optimised for use as part of a system, XPress 316L (1.4404) stainless steel is suitable for potable water applications where water quality and hygiene are vital, in industries such as food, pharmaceuticals and healthcare and in chilled water applications. XPress Stainless provides resistance to RO (reverse osmosis) purified water with a low pH and extremely low dissolved solid content.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler VSH XPress 90deg street elbow 42mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/29/NW-R75023_R75029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SS12S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_LPCB-VSH_Fittings_BV_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Stainless_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PM09427,Geberit Mapress reducer 66.7 x 42mm Copper,Geberit,43.39,"This Geberit Mapress 66.7 x 42mm reducer is made of copper with plain end x press-fit connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, service water, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen and in technical building systems, industry and shipbuilding.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress reducer 66.7 x 42mm Copper",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/32/NW-M09425_M09432_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_Copper_Gas_Overview.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_Cppr_Rdcr_Plain_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PM32693,Geberit m of flowfit pipe 50mm in 3m length,Geberit,24.75,"This Geberit FlowFit 50mm pipe is supplied in a 3M length. It is part of an extensive multilayer pipe system that blends the convenience of synthetics with the robustness of metal for a flexible, hygienic and hardwearing potable water solution that's also suitable for radiator connections. Complying with hygiene standards, the complete system can be installed without prior water analysis and is supplied with protective plugs for removal during installation, providing further protection from contamination. Geberit multilayer pipes are manufactured with a protective PE-RT outer layer that resists corrosion and mechanical damage. Inside, an aluminium middle layer provides stability, flexibility and provides a barrier against diffusion, while the inner PR-RT layer is corrosion resistant and food safe.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit m of flowfit pipe 50mm in 3m length",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/93/M32693_wm.jpg,,,,,,,N,BS EN 806 and DIN 1988DVGW system  approval mark (DW-8801CP0060),Equal,,50 mm,50 mm,,PE-RT II / Aluminium / PE-RT IIMultilayer,3m,Plain End,,619.015.00.1,Multilayer System Pipe,N,Compatible with Geberit FlowFit and PushFit,For cold and hot potable water,For cooling and heating water with or without antifreeze agent,Suitable for service and process water and treated water,Compatible with rainwater with a pH value of <gt/> 6.0,"Suitable for seawater, wet, wet/dry and dry extinguishing water","Compatible with chemicals, technical liquids and compressed air (oil purity class 0–3)",For negative pressure and inert gases (e.g. nitrogen),50 mm,,,,,,,,,,"Ideal for technical building systems, industry and shipbuilding",Inherently stable,Can be bent by hand,Forms a barrier against diffusion,Silver grey RAL 7001 exterior,With transparent protection plug,"PE-RT II, aluminium and PE-RT II construction",7µm surface roughness,Thermal expansion of 0.026 mm/(m·K),"Thermal conductivity, pipe 0.41 W/m·K/Meets BS EN 806 and DIN 1988",With DVGW system approval mark (DW-8801CP0060),,,,,,,,,,,,,,,
488,PM32348,Geberit FlowFit 620.101.00.1 Reducing tee 20 x 16 x 16mm,Geberit,8.88,"Part of a comprehensive system, this Geberit FlowFit 20 x 16 x 16mm reducing tee is made of polyphenylsulfone (PPSU) and fitted with press-fit connections. Developed with the input of the plumbers who will use it, the innovative FlowFit system ensures always-right installation, for a simpler job on-site with no need for deburring and calibration when cutting to length and the ability to laterally press and rotate for convenient and reliable pressing in difficult spots with no risk of contortion. This system is compatible with both cold and hot potable water, cooling and heating water with or without antifreeze agent and with service water and process water. It can also be used in treated water, rainwater with a pH value of <gt/>6, seawater and extinguishing water (wet, wet/dry or dry). It is also suitable for chemicals and technical liquids, compressed air (oil purity class 0–3), inert gases such as nitrogen and in negative pressure. FlowFit is suitable for a variety of applications, including technical build","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit FlowFit 620.101.00.1 Reducing tee 20 x 16 x 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M32348_Primary_Image_wm.jpg,,,Press Fit,,,FlowFit,N,UK Reg4 approved for drinking waterEnvironmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025 / ISO 21968,Unequal,,20 mm,16 mm,,PPSU Polyphenylsulfone,20 x 16 x 16mm,,,620.101.00.1,tee,N,No need for deburring and calibration,Window in fitting allows for insertion depth to be checked,Fitting can be laterally pressed,Fully rotatable for reliable pressing without contortion,All diameters installed with two different pressing jaws,No need for constant tool changes,No gaps in product range,Pressing indicator detaches to indicate that pipes are securely connected,16mmØ,,,,,,,,,,Easy detection of unpressed fittings,No need for heavy pressing collars,Ideal for working overhead,UK Reg4 approved for drinking water,Environmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025/ISO 21930,,,,,,,,,,,,,,,,,,,,,
489,PM16038,"Geberit Mapress female iron straight connector 42mm x 1.1/2"" Stainless Steel",Geberit,74.4,"Manufactured in stainless steel this Geberit Mapress 42mm x 1 1/2"" female iron straight connector is suitable for use in cold/hot potable water, heating water, cooling water without anti-freeze agent, saturated steam, service water and heating water 120°C, service water, treated water, sprinklers (wet), chemicals/technical liquids, compressed air (oil purity class 0 - 3), negative pressure and inert gases such as nitrogen, It is suitable for use in cooling and refrigeration, fire extinguishing systems and in ship building.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress female iron straight connector 42mm x 1.1/2"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/29/M16029_wm.jpg,,,Pressfit x Female thread,42 x 1.1/2,,Mapress,N,BS EN 10088EN 15804 + A1,Unequal,,42mmØ,1 1/2,,Stainless SteelCrNiMo steel 1.4401 (EN 10088)Seal Ring: Black CIIR Chlorobutyl rubber,42mm x 1 1/2Ø,,,35308,Female Union Nut Adaptor,N,Stainless steel construction,Press-fit connections,Meets BS EN 10088,EN 15804 + A1 standard,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64548,,,,,,,,,,,,,
490,PR75158,Pegler VSH XPress reducer 22 x 15mm Stainless Steel,Pegler,7.23,"Made of stainless steel, this VSH Xpress SS6 22 x 15mm reducer includes larger end male for insertion x press-fit connections. Optimised for use as part of a system, XPress 316L (1.4404) stainless steel is suitable for potable water applications where water quality and hygiene are vital, in industries such as food, pharmaceuticals and healthcare and in chilled water applications. XPress Stainless provides resistance to RO (reverse osmosis) purified water with a low pH and extremely low dissolved solid content.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler VSH XPress reducer 22 x 15mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/58/NW-R75158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SS6_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Stainless_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,P503602,"Pegler VSH XPress male iron gas connector 15mm x 1/2"" Stainless Steel",Pegler,13.22,"Made of 316L, this VSH Xpress SSG3/6243G 15mm x 1/2"" connector incorporates press-fit x BSP taper male thread end connections. Optimised for use as part of a system, XPress stainless steel gas fittings are approved for use at temperatures from -20 to 70°C with a maximum working pressure inside buildings of 1 bar and maximum working pressure outside of 5 bar (maximum test pressure 7.5 bar). Marked with a visible yellow 'Gas' label, this fitting is part of the DVGW/GL (formerly British Gas) approvals process and has passed a high temperature leakage rate test at 650°C for 30 minutes at PN5/GT5.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler VSH XPress male iron gas connector 15mm x 1/2"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/07/NW-503602_503607_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SSG3_6243G_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PR75068,Pegler VSH XPress SS21 obtuse elbow 35mm Stainless Steel,Pegler,19.99,"Made of stainless steel, this VSH Xpress SS21 35 x 35mm 45° obtuse elbow includes press-fit end connections. Optimised for use as part of a system, XPress 316L (1.4404) stainless steel is suitable for potable water applications where water quality and hygiene are vital, in industries such as food, pharmaceuticals and healthcare and in chilled water applications. XPress Stainless provides resistance to RO (reverse osmosis) purified water with a low pH and extremely low dissolved solid content.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler VSH XPress SS21 obtuse elbow 35mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/73/NW-R75067_R75073_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SS21_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_LPCB-VSH_Fittings_BV_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Stainless_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PM47956,Geberit MPS SS therm 41212 rb tee 35 x 15 x 35,Geberit,15.46,"This Geberit Mapress Therm 35 x 15 x 35mm tee is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit MPS SS therm 41212 rb tee 35 x 15 x 35",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/56/M47956_wm.jpg,,,Press Fit,,,,N,EN 10312:2002 + A1:2005,Unequal,,35mmØ,35mmØ,,Stainless Steel CrTi steel 1.4520 (EN 10088),35mmØ15mmØ35mmØ,,,41212,90° Tee Reducer,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,,15mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PM32355,Geberit FlowFit 620.111.00.1 Reducing tee 20 x 16 x 20mm,Geberit,8.88,"Part of a comprehensive system, this Geberit FlowFit 20 x 16 x 20mm reducing tee is made of polyphenylsulfone (PPSU) and fitted with press-fit connections. Developed with the input of the plumbers who will use it, the innovative FlowFit system ensures always-right installation, for a simpler job on-site with no need for deburring and calibration when cutting to length and the ability to laterally press and rotate for convenient and reliable pressing in difficult spots with no risk of contortion. This system is compatible with both cold and hot potable water, cooling and heating water with or without antifreeze agent and with service water and process water. It can also be used in treated water, rainwater with a pH value of <gt/>6, seawater and extinguishing water (wet, wet/dry or dry). It is also suitable for chemicals and technical liquids, compressed air (oil purity class 0–3), inert gases such as nitrogen and in negative pressure. FlowFit is suitable for a variety of applications, including technical build","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit FlowFit 620.111.00.1 Reducing tee 20 x 16 x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M32355_Primary_Image_wm.jpg,,,Press Fit,,,FlowFit,N,UK Reg4 approved for drinking waterEnvironmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025 / ISO 21971,Unequal,,20 mm,20 mm,,PPSU Polyphenylsulfone,20 x 16 x 20mm,,,620.111.00.1,tee,N,No need for deburring and calibration,Window in fitting allows for insertion depth to be checked,Fitting can be laterally pressed,Fully rotatable for reliable pressing without contortion,All diameters installed with two different pressing jaws,No need for constant tool changes,No gaps in product range,Pressing indicator detaches to indicate that pipes are securely connected,16mmØ,,,,,,,,,,Easy detection of unpressed fittings,No need for heavy pressing collars,Ideal for working overhead,UK Reg4 approved for drinking water,Environmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025/ISO 21930,,,,,,,,,,,,,,,,,,,,,
