,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Connection Size,Operator Type,Type,Colour,Connection Type,Material Type,Warranty,Material,Size,Range,Body Material,Grade,Diameter,Operating Temperature,Feature 7,Feature 8,Finish,Length (M),Pack Quantity,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Connection Type 1,Connection Type 2,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Gender,Seat Material,Weight,Thickness,Single / Double,Thread Size,Standards,Number of Ports,Seal Material,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
100,P171029,"Masefield Beta equilibrium ball valve (bsp) 1.1/2"" Gun Metal (5)",Masefield,474.3,"This lever-operated Masefield Beta 1 1/2"" equilibrium ball valve minimises issues caused by changing water pressures. With controlled closure, a high flow, full bore seat and hydraulically balanced closing action, this gunmetal ball valve offers a fast, quiet shut-off.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Masefield Beta equilibrium ball valve (bsp) 1.1/2"" Gun Metal (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/30/NW-171025_171030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beta_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P414129,"Center CB brass ball type pump valve 28mm x 1.1/2""",Center CB,11.63,"Used to isolate a central heating circulating pump, this Center CB 28mm ball-type pump valve uses an internal ball operated by a screwdriver slot to isolate water flow. Ideal for installation where space is limited, this compact valve has a 28mm compression joint on one end for connection to 28mm copper pipe. At the opposite end, a 1 1/2"" nut and washer securely attaches onto the circulating pump's flange. Manufactured in hot-forged brass, this pump valve offers durability and hassle-free operation.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center CB brass ball type pump valve 28mm x 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/29/NW-414129_wm.jpg,,,N,BFPVB-28,N,Connects domestic circulation pumps and copper pipes,Isolation point for removal of circulation pump,Compression connection,12 month warranty,,,28 mm x 1-1/2 inch,Slotted,Pump Valve,,Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PC51144,Salvus Gas hoses gas hose with straight micropoint and angled socket 1M,Salvus,20.92,"Made of steel with a polymeric coating, this Salvas 1M length gas hose is fitted with a 1/2"" straight micropoint and angled socket. Gas approved, it is suitable for use with micropoint cooker sockets.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Salvus Gas hoses gas hose with straight micropoint and angled socket 1M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/44/C51144_wm.jpg,,,N,BFGHENSMAS-100,N,"Universal fuel, suitable for natural gas and LPG",Tested to 650°C,Self-sealing angled bayonet socket,Accepts micropoint hose,Manufactured to BS EN 15069,BSI and CE Approved (KM702966),,,,,,,,,,Gas hoses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,P250572,"Midbrass valve flat face 15mm x 3/8""",Midbrass,2.31,"A Midlands Brass 15mm x 3/8"" ISO flat face valve.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midbrass valve flat face 15mm x 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/72/250572_wm.jpg,,,N,BFIVFF-15C,N,Brass construction,Chrome-plated finish,1 year warranty,,,,15 mm x 3/8 inch,,Flat Faced Isolating Valve,,Compression x Male Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,P537464,"Masefield drop arm for ball float valve 1.1/4 and 1.1/2"" (5)",Masefield,131.26,"Ensuring the correct air gap is achieved, this Masefield drop arm and adapter helps to prevent backflow, keeping the clean water supply from becoming contaminated. Made using all high-quality materials, this version has a 9/16"" BSW connection to suit all float-operated piston type valves.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Masefield drop arm for ball float valve 1.1/4 and 1.1/2"" (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/64/NW-537463_537464_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/22/Masefield_Beta_Valve_Brochure_2022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P292003,Center CB copper x copper compression stop cock 22mm Brass (1),Center CB,8.49,This Center CB brass stop cock is designed to isolate the water supply to a property for maintenance or in case of emergency. It is fitted with a 22mm compression connection.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center CB copper x copper compression stop cock 22mm Brass (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/03/NW-292002_292003_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/292002_292003_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/03/WRAS Certificate - 292002 & 292003.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/292002_292003_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
106,P250445,Midland Brass isolating valve comes with handle 22mm Nickel,Midland Brass,8.96,"Suitable for both hot and cold water systems, this Midland Brass 22mm brass isolating valve is supplied with an olive in the nut ends. A metal lever is used to activate shut-off.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass isolating valve comes with handle 22mm Nickel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/45/NW-250444_250445_wm.jpg,,,N,BFIVLM-22,N,Brass construction,Nickel finish,1 year warranty,,,,22 mm,Handle,Isolating Valve with Handle,,Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,P520012,Conex 301BP pipe repair 15 x 15 x 100mm,Conex,40.33,"Made of brass, this Conex 301BP 15mm compression slip coupler for burst tube repair offers quick and easy installation. Suitable for use in a wide range of applications, including heating and cooling, this fitting creates a reliably secure joint.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Conex 301BP pipe repair 15 x 15 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/12/NW-520012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Conex_Compression_ProductRange_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Conex_Compression_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Conex_Compression_Sales_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
108,P172030,"Pegler Prestex auto air vent 1/2"" Brass (1)",Pegler,37.81,"This tried and tested Pegler Yorkshire Prestex P775 type A automatic air vent offers a chrome finish and a 1/2"" compression connection for the ease of fitting preferred by many installers.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Prestex auto air vent 1/2"" Brass (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/30/NW-172030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/172030_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,P255689,Midland Brass double check valve (DZR) 28mm (5),Midland Brass,14.6,"Made of reliable DZR brass, this Midland Brass 28mm check valve is designed for spanner operation.  A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass double check valve (DZR) 28mm (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/89/NW-255688_255689_wm.jpg,,,N,CMBFDCV-28,N,DZR brass construction,28mm size,,,,,28 mm,,Check Valve,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PN11360,"JET Range N 11360 auto air vent with check valve 3/8 x 3/8""",JET Range,11.68,"Designed with a vacuum break to prevent air locks, this JET Range automatic air vent is made of robust solid brass and incorporates 3/8"" threaded connections. A central heating safety device, the air vent releases built up air. As water flows through the system, a float opens or closes the vent depending on the water level. When the system is full the float is pushed to the top, closing the vent until the water level drops.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range N 11360 auto air vent with check valve 3/8 x 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/60/N11360_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/N11359 Installation & User Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/N11359 Auto Air Vent TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,P414070,Center CB copper x copper compression wheel head gate valve 15mm Brass (1),Center CB,3.8,"This Center CB 15mm gate valve offers compression connections and wheelhead operation.  A gate valve, also known as a sluice valve, opens by lifting a barrier out of the path of a fluid. Gate valves normally require minimal space along the pipe axis and offer minimal flow restriction when fully open. A multi-turn valve, operation of a gate valve is carried out via a threaded stem, turning multiple times to change position.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center CB copper x copper compression wheel head gate valve 15mm Brass (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/72/NW-414070_414072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/414070_414071_414072_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,P407000,"Midland Brass oil filter 3/8""",Midland Brass,11.5,"This reliable Midland Brass oil filter with 3/8"" connection is made of hardwearing brass.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass oil filter 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/26/580626_wm.jpg,,,N,HCOF-C,N,Leading supplier,Hardwearing materials,Value for money,Reliable,,,3/8 inch,,Oil Filter,,,Brass,,Brass,3/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,P236577,Center Brass Compression Olives 15mm Pack of 100,Center,16.17,These Center 15mm brass compression olives are suitable for use in drinking water supplies.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center Brass Compression Olives 15mm Pack of 100",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/77/236577_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/65/92/236571 236577 236579 236588-89 236592.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PK74296,JET Range 41GMLS Type-A lock shield drain cock (BSP) 15mm Bronze,JET Range,57.61,This JET Range 41GMLS bronze type A wrench operated plain drain cock with lockshield includes a 15mm BSP tapered male end connection.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range 41GMLS Type-A lock shield drain cock (BSP) 15mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/96/NW-K74296_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_41-41C-41GM-41GMLS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,P503702,Pegler VSH Tectite quarter turn lever ball valve 22mm,Pegler,14.47,"This VSH Tectite TX300 22 x 22mm quarter-turn ball valve is made of brass with push-fit end connections. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler VSH Tectite quarter turn lever ball valve 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/02/NW-503701_503702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_Tectite_DVGW_TX300_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_BSIKitemark_CCAPF_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_SphericalValves_WRAS_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_Tectite_TX300_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Y_Tectite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
116,PC50650,"Tesla Gas Product gas meter blanking disc 3/4"" (100)",Tesla,0.88,"This Tesla 3/4"" gas meter sealing disc is made of brass.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Tesla Gas Product gas meter blanking disc 3/4"" (100)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/51/NW-C50650_C50651_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Tesla_Product_Guide_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,P250464,Midland Brass brass slotted isolating valve 15mm,Midland Brass,2.76,"Suitable for both hot and cold water systems, this Midland Brass 15mm isolating valve is supplied with an olive in nut ends. It has a screwdriver slot for shut-off.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass brass slotted isolating valve 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/64/NW-250464_wm.jpg,,,N,BFIVB-15,N,Brass construction,WRAS approved,1 year warranty,,,,15mm,Slotted,Isolating Valve,Metal/s,Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,P236594,Center CXC Chrome Plated WRAS Approved isolating valve 15 mm,Center,1.16,This Center CXC CP 15mm directional isolation valve is finished in nickel and supplied complete with nuts and olives.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center CXC Chrome Plated WRAS Approved isolating valve 15 mm",,"1 Isolation Valve, 2 x olives, 2 x nut ends",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/94/236594_wm.jpg,,,N,CMTFIV-15W,N,Quarter-turn operation,Nickel finish,With 2x olives and nut ends,Complies with EN1254-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PK74234,JET Range DZR DZR copper x copper double check valve 22mm,JET Range,22.68,"This JET Range DZR copper x copper double check valve, which includes BSP female x BSP male 22mm connections, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range DZR DZR copper x copper double check valve 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/38/NW-K74233_K74238_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,P173007,"Masefield float - max 37c 8 x 7/16"" Copper (10)",Masefield,53.73,"Made of copper, this Masefield 8"" soldered ball float is designed for cold water use only. It is supplied with a BSW stud connection.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Masefield float - max 37c 8 x 7/16"" Copper (10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/09/NW-173007_173009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Masefield_Ball_Valve_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/22/Masefield_Beta_Valve_Brochure_2022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PK74236,JET Range DZR DZR copper x copper double check valve 32mm,JET Range,54.26,"This JET Range DZR copper x copper double check valve, which includes BSP female x BSP male 32mm connections, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range DZR DZR copper x copper double check valve 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/38/NW-K74233_K74238_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
