,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Thickness,Waste Supplied,Bowl Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Depth (mm),Attachment 4,Attachment 5,Flush Type,Warranty,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Fittings Included,Projection Depth,Diameter,Pack Quantity,Sector,Attachment 6,Attachment 7,Attachment 8,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Flow Rate,Min System Pressure Cold (Bar),Pressure (Low / Med / High),Spout Type,Handle Type,Position,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Shape,Capacity Litre,Style,Weight,Mounting Type,Application
73,PC93112,Ideal Standard Contour 21 1 left hand tap hole handrinse basin without overflow and chain 370mm White,Ideal Standard,102.53,"Suitable for Doc M installations, the Ideal Standard Contour 21 370mm compact short projection handrinse washbasin with single left hand tap hole is made of tough vitreous china.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 1 left hand tap hole handrinse basin without overflow and chain 370mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/12/NW-C93112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C93112_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P412590,DVS single station mains standard 1-6 bar,DVS,136.29,"Suitable for 1 - 10 bar standard pressure systems, this DVS automatic single tap station mains kit incorporates a mains PSU and 6V DC solenoid valve of 15mm with a Y-splitter lead. Manufactured in tough ABS, this kit is built for robustness.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> DVS single station mains standard 1-6 bar,,Mains PSU;6V DC solenoid valve 15mm;Y-splitter lead,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/90/NW-412590_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/412590_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PB32301,Twyford Cleaner cleaners sink including grating 465 x 400mm,Twyford,426.71,"Made of fine fireclay with a white glazed finish, the Twyford Cleaner 465 x 400mm rectangular kitchen sink with grating is easy to clean and offers excellent resistance to damage. This single bowl utility sink is designed for wall mounting.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford Cleaner cleaners sink including grating 465 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/01/NW-B32301_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B32301_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PB78975,Ideal Standard cleaner sink with legs and bearers Polished,Ideal Standard,84.77,Ideal Standard stainless steel 350mm height legs with screw-to-wall aluminium alloy bearers for sink fixing.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard cleaner sink with legs and bearers Polished,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/75/B78975_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S9233MY_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PB47516,Cistermiser Urinal flush Mains flushing urinal solenoid valve,Cistermiser,139.4,"This Cistermiser 15mm urinal solenoid valve with DC backlow pipe interrupter, supplied with fittings, is compatible with Cistermiser DFD and DFA models.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Cistermiser Urinal flush Mains flushing urinal solenoid valve,,Solenoid Valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/16/NW-B47516_wm.jpg,,,,Urinal flush,N,DFV/VALVE,Mains flushing urinal solenoid valve,N,Mains flushing urinal solenoid valve,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PG51000,Franke Rondo Bowls round inset sink bowl 305 x 160mm Stainless Steel,Franke,69.68,"Made of thick, durable grade 304 stainless steel, this Franke Sissons round inset sink bowl includes a rimmed edge for neat insetting into a worktop.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Franke Rondo Bowls round inset sink bowl 305 x 160mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/01/NW-G51000_G51001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/FrankE_Sissons_DOPerformance.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PB16781,Ideal Standard leg polished 850mm Stainless Steel,Ideal Standard,22.86,"Supplied with a flange, this Ideal Standard 900mm stainless steel leg is suitable for Doon sinks and Dee and Stirling slop hoppers.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard leg polished 850mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/my/S9233MY_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S9281MY_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PU94751,Geberit concealed collar set with cover caps,Geberit,45.78,"This Geberit connection set with cover caps can be used with any Geberit Duofix wall hung Delta, Omega & Sigma concealed cistern from 2002 onwards. What’s Included: Flush pipe with sleeve, made of PE-HD, Straight connector with sleeve, made of PP, 2 matt chrome plated cover caps",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Geberit concealed collar set with cover caps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/U94751_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/U94751_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Sanitary_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P412589,"DVS version 2 flushvalve w 1.5"" fittng base",DVS,349.18,"Offering an adjustable 4L single flush, this DVS WC flush valve kit is a touch-free flushing system with electronically operated drop valve. An alternative to the traditional siphon, this easy-install system can save around 30% on water bills.","Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> DVS version 2 flushvalve w 1.5"" fittng base",,Flush valve;Wave-on sensor;Control box,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/89/NW-412589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/412589_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/DVS_WC_Flushing_System_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PJ23535,Ideal Standard Contour 21 Splash back to wall/wall hung seat White,Ideal Standard,89.97,"Made of a robust plastic, the Ideal Standard Contour 21 Splash toilet seat ring in white is built to withstand rough use in school bathrooms. This seat ring is suitable for fitting to the Contour 21 355mm toilet pan.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 Splash back to wall/wall hung seat White,,Toilet seat;Cover,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/35/NW-J23535_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Contour_21_Splash_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_Splash_Seat_Cover_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PU94803,Geberit Sigma30 dual flush plate Gloss Chrome/Matt Chrome/Gloss Chrome,Geberit,117.58,"Designed for flush actuation of Sigma concealed cisterns, this Geberit Sigma30 164 x 246 x 12mm flush plate is made of die-cast zinc with bright chrome-plated plate and buttons and matte chrome-plated stripe design.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Geberit Sigma30 dual flush plate Gloss Chrome/Matt Chrome/Gloss Chrome,,Flush plate;Mounting frame;2x distance bolts;2x actuator rods,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/03/NW-U94803_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Sanitary_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Geberit_Product_Catalogue_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Sigma30_Actuator_Plate_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PJ23341,Ideal Standard Planet 21 1 tap hole countertop basin and overflow without chain 500mm White,Ideal Standard,199.25,The Ideal Standard Planet 21 495mm washbasin with single tap hole is made of hardwearing vitreous china and has been designed specifically for mounting on a countertop.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Planet 21 1 tap hole countertop basin and overflow without chain 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/41/NW-J23341_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/J23341_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PB97345,Ideal Standard Portman 21 1 centre tap hole basin and overflow without chain 500mm,Ideal Standard,133.07,"This Ideal Standard Portman 21 500mm washbasin is made of tough vitreous china material with a vandal-resistant design for a longer life. This hardwearing, modern washbasin includes a single tap hole and is designed for wall-mounted installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Portman 21 1 centre tap hole basin and overflow without chain 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/45/NW-B97345_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shank_WB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97345_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PB76000,Ideal Standard Birch cleaners sink 510mm White,Ideal Standard,711.15,"The Ideal Standard Birch 510mm cleaner's and laboratory sink with fitted bucket grating is made of robust fireclay with a white glazed finish. It is suitable for use in laboratories, public buildings and schools.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Birch cleaners sink 510mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/00/B76000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B76000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PB78960,Ideal Standard concealed wall hangers Polished Aluminium,Ideal Standard,4.68,This contemporary Ideal Standard hanger is designed for wash basin mounting.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard concealed wall hangers Polished Aluminium,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/60/NW-B78960_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S911067_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PB98102,Ideal Standard Sanura HygenIQ hygenic urinal 500m White,Ideal Standard,294.78,"The Ideal Standard Sanura Hygeniq back-to-wall rimless urinal bowl has an unusual fin design, reducing splashing by 90% for cleaner, more hygienic use.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Sanura HygenIQ hygenic urinal 500m White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/02/NW-B98101_B98102_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AS_Sanura_Hygeniq_1545_1_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P411085,"DVS version 2 flushvalve only 1.5"" built overflow",DVS,175.13,"Suitable for installation with DVS sensors or tactile buttons, the water-efficient DVS WC flush valve provides automatic or wave operation flushing for improved hygiene and less water waste in high traffic toilets. Offering easy retrofit with no need for plumbing changes, this valve is suitable for use with most WC cisterns. When setting up the DVS flush valve a single 4L flush is recommended, however automatic and wave operation does provide a dual flush facility.","Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> DVS version 2 flushvalve only 1.5"" built overflow",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/85/NW-411085_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/411085_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/DVS_WRAS_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PJ23548,Ideal Standard Silhouette 3 person washtrough 1800mm,Ideal Standard,4985.59,"Hygienic and easy to clean, this Ideal Standard Silhouette 1800mm solid surface washing trough includes holes for six taps. This trough-style washbasin is ideal for use in schools, offices or anywhere that multiple washing facilities are required.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Silhouette 3 person washtrough 1800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/48/NW-J23548_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/J23548_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PC96138,IS DOON NEWSINK 120X60 POL S/S RH DRN2TH,Armitage Shanks,1182.59,"A single bowl, single drainer design, the Armitage Shanks Doon 1200 x 600mm stainless steel sink unit is fitted with an earthing terminal and tap holes. Suitable for screw-to-wall mounting, versions of this sink are also available for front leg or base unit mounting.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> IS DOON NEWSINK 120X60 POL S/S RH DRN2TH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/38/C96138_wm.jpg,,,,,N,S1244MY,Doon sink,N,Stainless steel construction,For wall mounting,Right handed drainer,With 2x tap holes,Without overflow,,,,,,,,,,Stainless Steel,50mm,No,1,Rectangle,Wall Mount,530x380x220,Stainless Steel,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PG73299,Pland Aberdeen wall mounted bucket sink grid and waste,Pland,205.77,"This large Pland Aberdeen cleaners sink with 250mm high splashback and bucket grating is suitably sized for rinsing buckets or food containers for practical use in catering or janitorial settings. Fixed to the wall with four screws, this stainless steel sink has an anti-vandal design for peace of mind.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Pland Aberdeen wall mounted bucket sink grid and waste,,Cleaners sink;4x screws,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/99/NW-G73299_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/l_/lr/Pland_Sector_Janitorial_lr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G73299_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PC96119,Ideal Standard contour 21 floor standing bucket sink with grating,Ideal Standard,1655.82,"Suitable for use in a commercial cleaner's room, this Ideal Standard Contour 21 floor standing bucket sink is fitted with a grating and a splashback for practical use. It is constructed in robust stainless steel for long lasting durability.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard contour 21 floor standing bucket sink with grating,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_j/pg/C96119.jpg_wm.jpg,,,,,N,S3341MY,Bucket Sink,N,For commercial use,Stainless steel construction,With grating,For floor mounting,With splashback,,,,,,,,,,Stainless Steel,,Yes,Bucket,Square,FLOOR MOUNTED,550 x 570,Stainless Steel,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
