,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Fuel Type,Weight,Energy Rating,Hazardous,Depth (mm),Energy Efficiency Class,Mounting Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Flow Rate,Warranty,Water Heating Energy Efficiency Class,Output,Boiler Bundles,Dry Weight (kg),Efficiency (SAP 2009),Type,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Dimensions mm (H x W x D),Range,Part Gas Council number,By Model Number,Application,Length (M),Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Boiler Section,Pack Quantity,Flue Type,Flue Diameter,Flue Length,Flue Size,Gender,Material,Size,Connection Type 1,Feature 20,Feature 21,Feature 22,Boiler Range
66,P116726,Grant Vortex Boiler House Model 46-70KW Heat Only,Grant,2778.1,"A compact unit with eye-catching red casing, the Grant Vortex Boiler House 46 - 70kW heat only boiler is ideal for plant room installation in situations where a utility boiler isn't suitable. Featuring the same unique heat exchanger and turbulator baffle system as other Grant oil fired boilers, the Boiler House is suitable for flueing in the same way as utility models. Highly efficient, earning it an ErP A rating, this reliable boiler can be run on a range of biofuels for even lower emissions.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Grant Vortex Boiler House Model 46-70KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/26/116726_wm.jpg,,,,,,,,Oil,3.01 kg,A,N,765,A,Floor Standing,VTXBH46/70,N,Offers space heating efficiencies of up to 91.7%,Features Grant Vortex stainless steel heat exchanger,"Compact design for garage, plant room and cellar installations",Floor standing installation,Designed with up to date Riello low NOx burner technology,Compatible with Grant EZ-Fit flue systems,Biofuel compatible depending on type of biofuel and % blend,ErP A rated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P117339,Vaillant horizontal terminal 100/160mm air/flue duct extention 110/160mm,Vaillant,97.72,A 110/160mm flue duct extension for convenient fitting of boiler flues. The flue ensures the safe expulsion of gases and steam produced during boiler operation.,Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant horizontal terminal 100/160mm air/flue duct extention 110/160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/39/117339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/73/39/117339.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P411564,Vaillant cap,Vaillant,31.15,"Suitable for multiple appliances, this Vaillant condensate trap cap is a replacement part for a boiler's condensate trap. The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant cap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/64/411564_wm.jpg,,,,,,,,,,,N,,,,180915,N,Vaillant spare part,Fits multiple appliances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condensate Trap Cap,,,,
69,P117725,Vaillant ecoTEC plus 100 wall hung boiler excluding pump,Vaillant,4195.78,"Designed for cascade installations, the flexible Vaillant ecoTEC plus 100 commercial boiler can form part of a cascade of up to 960kW. Wall-hung for neat installation in any configuration, this 100kW state-of-the-art unit includes a premium stainless steel heat exchanger and two-stage frost protection for reliable ongoing use and the highest possible levels of efficiency, resulting in an ErP A rating. For a truly bespoke heating system a range of compatible accessories can be used along with the ecoTEC plus.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant ecoTEC plus 100 wall hung boiler excluding pump,,Boilerhanging bracketisolation valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/26/117724_117726_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_ecoTEC_plus_Cmmrcl_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Vaillant_ecoTEC_plus_Cmmrcl_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_ecoTECplus_Commercial_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Vaillant_Cmmrcl_System_Boiler_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P120044,Ideal Imax Xtra 2 boiler 200 boiler 200kw,Ideal,8319.0,"Suitable for natural gas or for LPG with the use of a conversion kit, the Ideal Imax Xtra 2 200kW boiler helps to futureproof your heating. Designed for floor-standing installation, this condensing boiler can be tucked away beneath a worktop or fitted into a convenient corner.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Imax Xtra 2 boiler 200 boiler 200kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/120042_120046_wm.jpg,,,,,,,,Natural Gas / LPG (requires converstion kit),224 kg,N/A,N,1087,,Floor Standing,225467,N,Robust cast aluminium silicon,alloy heat exchanger,In-built commissioning and,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),N/A,5 Years,,200 kW,N/A,,N/A,Condensing Boiler,Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),,Imax Xtra 2 boiler,,,,,Fits through standard,doorways,Conventional or room sealed,flue options,Direct weather compensation,option,,,,,,,,,,,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,
71,P114938,Ideal Evomax 2 10 packaged NG boiler 40,Ideal,3153.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 40 condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 40kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Evomax 2 10 packaged NG boiler 40,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/43/114937_114943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Evomax_2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114938_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114938_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P146439,Vaillant ecoTEC plus 424 boiler 424 LPG,Vaillant,1446.03,"The Vaillant ecoTEC plus 424 high efficiency boiler is an ideal choice for those homes where low water pressure problems demand an open vent system with hot water storage. Compact and lighter in weight than your average boiler, this 24kW output unit is hassle-free to fit, even inside a kitchen cupboard, and features a range of premium components to reduce the need for ongoing maintenance. Compatible with a wide range of add-ons, including solar panels and smart controls, the ErP A-rated ecoTEC plus can help homeowners to create a more eco-friendly home.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant ecoTEC plus 424 boiler 424 LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/39/146439_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_ecoTEC_plus_VU_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoTECplus_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_Open_Vent-ecoTEC_plus_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P191044,Bosch Compress 7000 WP wall hung single boiler pack 100,Bosch,4066.0,"Containing all the components required for a wall hung single boiler system, the Bosch GC7000WP 100 Single Boiler Pack is based around the GC7000WP 100 condensing boiler, an easy to install unit with highly efficient heat exchanger and the option to convert to LPG using a separately available kit. Making specification and all-in-one installation simple, this handy pack also includes an insulated pump group, a wall mounting bracket and a connector set.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch Compress 7000 WP wall hung single boiler pack 100,,Boiler;Pump Group;Wall Hanging Bracket;Connector Set.,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/44/191044_wm.jpg,,,,,,,,Natural Gas,93.6 Kg,N/A,N,520,,Wall Hung,7733601432,N,"Easy collection, delivery and handling",Ground up installation requires minimal tools,60% faster install compared to predecessor,Guide and slide system makes lifting onto frame kit easy,Runs on natural gas as standard,Suitable for up to 20% hydrogen blends,Contains ALU plus heat exchanger with class 6 NOx levels,Conversion kit available for LPG,,5 Years (Boiler Only),,100 kW,,,98.1,Single Boiler Pack,Automatically modulates output to match heat demand with 1:5 ratio,Reduced fuel consumption,Offers improved overall seasonal efficiency,Fully insulated pump groups allow for cascade,4 bar PRV as standard with option of 6 bar upgrade,,Compress 7000,,,,,Includes manometer and service valve flow and return,"Includes gas cock, siphon, filling and drain valve and expansion vessel connection",Includes high efficiency modulating WILO-Stratos pump,5 year warranty on boiler only,,,,,,,,,,,,,,,,
74,P411589,Vaillant flue pipe end piece DN60 Black,Vaillant,8.11,A Vaillant 60mm DN60 flue pipe end piece in black. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.,Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant flue pipe end piece DN60 Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/89/411589_wm.jpg,,,,,,,,,,,N,,,,20231444,N,Vaillant spare part,Black colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm,Flue Pipe,,,,
75,PS13789,Remeha Quinta Ace 65 high efficiency condensing wall hung boiler,Remeha,3669.0,"Suitable for use in sealed and open-vented systems, the fully modulating Remeha Quinta Ace 65 boiler has a host of great features for high levels of efficiency and reduced environmental impact, giving it an ErP A rating and a Class 6 NOx rating. This compact, lightweight and quiet 65kW boiler is installer-friendly and flexible, with options to connect to LPG or natural gas meaning you can fit with ease whether in a brand new installation or as a retrofit.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Remeha Quinta Ace 65 high efficiency condensing wall hung boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/91/S13789_S13791_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Remeha_Quinta_Ace_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/S13789_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Quinta_Ace_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Remeha_Quinta_Ace_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/S13789_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P120041,Ideal Imax Xtra 2 boiler 80 boiler 80kw,Ideal,4884.0,"Suitable for natural gas or for LPG with the use of a conversion kit, the Ideal Imax Xtra 2 80kW boiler helps to futureproof your heating. Designed for floor-standing installation, this condensing boiler can be tucked away beneath a worktop or fitted into a convenient corner.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Imax Xtra 2 boiler 80 boiler 80kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/94/580694_wm.jpg,,,,,,,,Natural Gas / LPG (requires converstion kit),141.5 kg,N/A,N,835,,Floor Standing,225464,N,Robust cast aluminium silicon,alloy heat exchanger,In-built commissioning and,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),N/A,5 Years,,80 kW,N/A,,N/A,Condensing Boiler,Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),,Imax Xtra 2 boiler,,,,,Fits through standard,doorways,Conventional or room sealed,flue options,Direct weather compensation,option,,,,,,,,,,,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,
77,PS12594,Potterton Paramount Five 60 wall hung boiler 60kW,Potterton,2595.0,"The Potterton Paramount five 60 boiler is both efficient and reliable. Compact and lighter in weight for hassle-free installation, this 60kW boiler contains high quality parts, including a precision-built one-piece aluminium/silicon alloy heat exchanger for reliable heat transfer and less maintenance. With a weather sensor and a 6:1 modulating ratio, the Paramount five achieves an ErP A rating and Class 5 NOx emissions. It can also be powered by solar or other supplementary heat for additional eco credentials.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Paramount Five 60 wall hung boiler 60kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/97/S12591_S12597_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_2/Potterton_Paramount_Five_Technical_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/S12594_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Potterton_Paramount_Five_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_1/Potterton_Paramount_Five_Technical_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_Alum_Boilers_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Paramount_Five_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
