,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Material Type,Operating Temperature,Weight,Hazardous,Material,Size,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Range,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
100,PK00297,Hattersley FIG. 2900 thermal circulation valve 15mm,Hattersley,112.46,"This Hattersley Fig 2900 thermal circulation valve has an accuracy of +/- 2°C at set temperature and is provided with 15mm BSP tapered connections. Offering self-balancing, thermostatically controlled regulation of flow and disinfection, this valve is ideal for use in domestic hot water systems helping to provide protection against legionella.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 2900 thermal circulation valve 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/99/NW-K00297_K00299_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig2900_2910_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig2900_2910_TCV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig2900_2910_TCV_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PK16171,Hattersley FIG. MH733 double regulator valve PN16 80mm,Hattersley,1157.67,"This Hattersley Fig MH733 double regulating valve has a Y-pattern design and throttling disc. Featuring 80mm flanged connections, this handwheel-controlled valve incorporates a feature that allows the valve to be used for isolation before being re-opened to its pre-set position, maintaining the required flow rate.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. MH733 double regulator valve PN16 80mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/74/NW-K16171_K16174_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Hattersley_MHA737_Flow_Measure_Graph.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_MH733_737_739_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_MH733_MHA733_DRV_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PK13717,Crane ProBalance D931 double regulator valve and measurement device 40mm Bronze,Crane,880.48,"This Crane ProBalance D931 double regulating valve provides precise and accurate flow regulation and management. Fitted with 40mm BSP tapered connections, this valve offers an accuracy of +/-5% on all settings. With an integral fixed orifice design greater accuracy is provided and set-up is simpler with fewer connections required, lowering installation costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance D931 double regulator valve and measurement device 40mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/18/NW-K13713_K13718_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_D931_Bal_Valve_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D931_933_934_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_D921_923_931_934_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Crane_D921_923_931_933_934_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,
103,PK13489,Crane DM931 double regulator valve PN16 65mm,Crane,1827.42,This Crane ProBalance DM931 double regulating valve is a Y-pattern globe valve with two pressure test points and 65mm flanged connections. It offers accurate flow measurement to ±10% at a fully open position.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane DM931 double regulator valve PN16 65mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/93/NW-K13489_K13493_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Crane_DN65_DN300_Flow_Measure_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM931_DA931_VODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_DM912_931_941_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PK23707,Hattersley FIG. 1432 double regulating valve 40mm Bright Zinc,Hattersley,508.75,"This Hattersley Fig 1432 bronze regulating valve with 40mm BSP tapered connections provides precision flow regulation. Simple to use, this valve includes a handwheel and numerical indicator","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1432 double regulating valve 40mm Bright Zinc",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/08/NW-K23705_K23708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig_1432_DRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1432_1732_DRCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Kitemark_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1432_1732_WRAS_Certi.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,
105,PK13713,Crane ProBalance D931 double regulator valve and measurement device 15mm Bronze,Crane,237.0,"This Crane ProBalance D931 double regulating valve provides precise and accurate flow regulation and management. Fitted with 15mm BSP parallel connections, this valve offers an accuracy of +/-5% on all settings. With an integral fixed orifice design greater accuracy is provided and set-up is simpler with fewer connections required, lowering installation costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance D931 double regulator valve and measurement device 15mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/18/NW-K13713_K13718_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_D931_Bal_Valve_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D931_933_934_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_D921_923_931_934_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Crane_D921_923_931_933_934_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,
106,PK13708,Crane ProBalance double regulator valve 50mm Bronze,Crane,1264.49,"This Crane ProBalance D921 double regulating valve provides precise and accurate flow regulation and management. Fitted with 50mm BSP tapered connections, this valve offers an accuracy of +/-5% on all settings. With an integral fixed orifice design greater accuracy is provided and set-up is simpler with fewer connections required, lowering installation costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance double regulator valve 50mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/08/NW-K13703_K13708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_D921_923_931_934_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Crane_D921_923_931_933_934_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D921_D923_DRV_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PK16170,Hattersley FIG. MH733 double regulator valve PN16 65mm,Hattersley,879.7,"This Hattersley Fig MH733 double regulating valve has a Y-pattern design and throttling disc. Featuring 65mm flanged connections, this handwheel-controlled valve incorporates a feature that allows the valve to be used for isolation before being re-opened to its pre-set position, maintaining the required flow rate.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. MH733 double regulator valve PN16 65mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/70/NW-K16170_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_MH733_737_739_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Hattersley_MHA737_Flow_Measure_Graph.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_MH733_MHA733_DRV_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PK80731,DANFOSS MSV-F2 CI COMMISSIONING SET  100,Danfoss,737.84,"The Danfoss MSV-F2 100mm commissioning set is a manual pre-setting valve manufactured in robust cast iron. Balancing flow in heating and cooling system, this lockable valve incorporates a position indicator and stroke limiter with integrated handwheel for ease of operation.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> DANFOSS MSV-F2 CI COMMISSIONING SET  100",,MSV-F2,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/31/NW-K80730_K80731_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/2_/eu/Danfoss_AB-QM_ASV-PV_AB-PM_MSV-F2_EU.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/ng/Danfoss_MSV-F2_Operating.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_MSV-F2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Hydronic_Balancing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PK13715,Crane ProBalance D931 double regulator valve and measurement device 25mm Bronze,Crane,464.11,"This Crane ProBalance D931 double regulating valve provides precise and accurate flow regulation and management. Fitted with 25mm BSP tapered connections, this valve offers an accuracy of +/-5% on all settings. With an integral fixed orifice design greater accuracy is provided and set-up is simpler with fewer connections required, lowering installation costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance D931 double regulator valve and measurement device 25mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/18/NW-K13713_K13718_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_D931_Bal_Valve_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D931_933_934_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_D921_923_931_934_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Crane_D921_923_931_933_934_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,
110,PK00278,Crane D2890 thermal circulation valve 15mm,Crane,135.35,"The Crane D2890 thermal circulation valve provides self-balancing, thermostatically controlled regulation of flow and thermal disinfection to help protect against legionella in domestic hot water systems. Fitted with 15mm BSP tapered connections, this valve is designed to automatically adjust in response to changes in fluid temperature, maintaining a stable temperature across the system.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane D2890 thermal circulation valve 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/80/NW-K00278_K00280_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_D2890_D2880_TCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D2890_D2880_TCV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_D2880_D2890_WRAS_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PK29628,Pegler Proflow double regulating valve 50mm (BSPP),Pegler,152.81,"The Pegler Proflow 1200SF DZR double regulating valve (also known as a DRV) ISO 228 controls water flow across chilled water air conditioning equipment. Incorporating 50mm BSP parallel connections, the valve is fitted to equipment's return line, controlling and balancing flow via adjustment of the valve spindle.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Pegler Proflow double regulating valve 50mm (BSPP)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/28/NW-K29623_K29628_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_1200_Regul_Valve_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Fig1200_1260_FODRV_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
